estado,cod_mun6,municipio,casos_acumulados,pop_pessoa_ano,pop_media,incidencia_media_anual,incidencia_mediana_anual,incidencia_max_anual,anos_com_casos,anos_zero,incidencia_periodo_100mil_pessoa_ano,log_casos_acumulados_mais1,log_inc_periodo_mais1
SP,350420,AURIFLAMA,56,333637,13901.541666666666,16.808565754113257,21.272917052201365,36.273940800928614,23,1,16.784709129982584,4.04305126783455,2.878339050472333
SP,350430,AVAI,5,113318,4721.583333333333,4.483787233839796,0.0,22.306491188935983,5,19,4.412361672461568,1.791759469228055,1.6886855359510407
SP,350440,AVANHANDAVA,306,259629,10817.875,115.61297877979756,106.44906767870347,247.83147459727385,23,1,117.86048553898063,5.726847747587197,4.777950414895514
SP,350450,AVARE,732,2048631,85359.625,35.96405960757843,35.497704051988975,52.69672422456158,24,0,35.73117852849049,6.597145701886651,3.6036259455811974
SP,350460,BADY BASSITT,80,438394,18266.416666666668,15.553709991413607,14.501693586318478,47.688921496698455,19,5,18.248424932822985,4.394449154672439,2.9574292357146845
SP,350470,BALBINOS,657,77768,3240.3333333333335,736.0132473665127,799.1784443730955,1942.7671304804412,20,4,844.8204917189589,6.489204931325317,6.740307152362496
SP,350480,BALSAMO,26,204438,8518.25,12.918260378047416,11.769630085844756,40.016006402561025,15,9,12.717792191275596,3.295836866004329,2.618693690345651
SP,350490,BANANAL,151,241081,10045.041666666666,62.86776552192537,51.08329197559455,150.52684395383844,21,3,62.634550213413746,5.0238805208462765,4.153156565192641
SP,350500,BARAO DE ANTONINA,15,76915,3204.7916666666665,19.16808815076927,0.0,83.93956351426972,10,14,19.502047715010075,2.772588722239781,3.0205247696929116
SP,350510,BARBOSA,37,146534,6105.583333333333,25.02370104399249,16.47670739812574,82.59002312520647,17,7,25.250112601853495,3.6375861597263857,3.2676702786228513
SP,350520,BARIRI,119,743986,30999.416666666668,15.962674800666349,12.732569476027379,43.20320938126832,24,0,15.994924635678629,4.787491742782046,2.8329147486386077
SP,350530,BARRA BONITA,206,840529,35022.041666666664,24.493100266302964,22.993431490038223,47.96975083947064,23,1,24.508375082834743,5.332718793265369,3.2390068328625072
SP,350535,BARRA DO CHAPEU,10,123600,5150.0,8.261981919608838,0.0,40.62563477554337,7,17,8.090614886731391,2.3978952727983707,2.207242550206498
SP,350540,BARRA DO TURVO,40,179903,7495.958333333333,21.937801585805882,19.784182087847007,62.861453356801604,17,7,22.234203987704486,3.713572066704308,3.1456255027593993
SP,350550,BARRETOS,910,2746571,114440.45833333333,33.11190437366101,32.7259703416063,51.342812006319114,24,0,33.13222195967263,6.814542897259958,3.5302418636320008
SP,350560,BARRINHA,159,695800,28991.666666666668,22.52492843489482,21.607054410917463,42.56433763342283,23,1,22.851394078758265,5.075173815233827,3.171842667565652
SP,350570,BARUERI,2964,6271829,261326.20833333334,47.79116054483266,45.18004130561877,75.24134014764338,24,0,47.25894153045308,7.994632311431825,3.8765811273093056
SP,350580,BASTOS,74,500858,20869.083333333332,14.640399356046634,11.971784043438191,50.2283105022831,23,1,14.774646706252073,4.31748811353631,2.7584040123763014
SP,350590,BATATAIS,148,1349353,56223.041666666664,11.084624069821459,10.665133826983006,32.603275670284994,24,0,10.968219583756067,5.003946305945459,2.4822547686370076
SP,350600,BAURU,4808,8441824,351742.6666666667,56.40042008056636,57.04821550103124,77.74814142216673,24,0,56.954515990856954,8.478244441277663,4.059658495841025
