estado,cod_mun6,municipio,periodo,casos_total,pop_pessoa_ano,incidencia_media_anual,incidencia_mediana_anual,incidencia_periodo_100mil_pessoa_ano,log_inc_periodo_mais1
RJ,330580,TERESOPOLIS,2001–2005,366,726844,50.50794763685888,49.382716049382715,50.354684086268854,3.9387561510316935
RJ,330580,TERESOPOLIS,2006–2010,265,791515,33.57462751407015,32.22606267021364,33.48009829251499,3.5403822965024205
RJ,330580,TERESOPOLIS,2011–2015,242,820446,29.493377751247408,26.85219089466618,29.496152092886064,3.41760051476543
RJ,330580,TERESOPOLIS,2016–2019,239,658422,36.29802756852708,35.52776041277922,36.298908602689465,3.6189640662401725
RJ,330580,TERESOPOLIS,2020–2024,423,842589,50.18700929057549,55.02546391149096,50.20241185204174,3.935786637421177
RJ,330590,TRAJANO DE MORAES,2001–2005,20,50565,39.60759092368482,19.825535289452816,39.55305052902205,3.702611006561026
RJ,330590,TRAJANO DE MORAES,2006–2010,3,51192,5.84093963488692,0.0,5.860290670417253,1.925749812621076
RJ,330590,TRAJANO DE MORAES,2011–2015,9,51460,17.49138955520747,9.71628449280995,17.489312087057908,2.917192840112978
RJ,330590,TRAJANO DE MORAES,2016–2019,5,41189,12.138751033326141,9.71250980413058,12.139163368860618,2.5755973404708556
RJ,330590,TRAJANO DE MORAES,2020–2024,2,52034,3.8833066447502977,0.0,3.843640696467694,1.577666647974366
RJ,330600,TRES RIOS,2001–2005,219,367876,59.614762271239286,62.98263869872391,59.53092889995543,4.103154455894477
RJ,330600,TRES RIOS,2006–2010,156,381564,40.84640209078365,41.32658332472363,40.884360159763496,3.7349124913702783
RJ,330600,TRES RIOS,2011–2015,190,388298,48.917232869862055,50.26809651474531,48.93149076224962,3.91065188111166
RJ,330600,TRES RIOS,2016–2019,223,312008,71.44841165545938,69.22463865815554,71.47252634547831,4.283207543083166
RJ,330600,TRES RIOS,2020–2024,359,397435,90.31034680523888,89.8941921063181,90.3292362273076,4.514470957888674
RJ,330610,VALENCA,2001–2005,99,339633,29.264014313061345,27.528252680382497,29.14911095211596,3.406155435246422
RJ,330610,VALENCA,2006–2010,87,353524,24.605734353598898,22.812820805292574,24.609361740645618,3.2429579776301005
RJ,330610,VALENCA,2011–2015,84,354433,23.70201982719965,23.98250687733653,23.69982479058101,3.206796150110028
RJ,330610,VALENCA,2016–2019,100,277893,36.04711803435809,37.44117714855005,35.98507339155718,3.610514409397932
RJ,330610,VALENCA,2020–2024,142,346378,40.959268607439505,39.301310043668124,40.9956752449636,3.7375666426235474
RJ,330615,VARRE-SAI,2001–2005,2,41559,4.77108691193994,0.0,4.812435332900214,1.7599996453290419
RJ,330615,VARRE-SAI,2006–2010,1,45646,2.1507688998817076,0.0,2.1907724663716426,1.1602630399501763
RJ,330615,VARRE-SAI,2011–2015,2,48266,4.169707078077765,0.0,4.143703642315502,1.6377733729730806
RJ,330615,VARRE-SAI,2016–2019,1,39705,2.4952590078850183,0.0,2.518574486840448,1.2580559322559328
RJ,330615,VARRE-SAI,2020–2024,2,51378,3.7868029915743633,0.0,3.8927167270037764,1.5877477171105068
RJ,330620,VASSOURAS,2001–2005,141,161568,87.49535181757487,92.84763702763765,87.26975638740345,4.480397539171116
RJ,330620,VASSOURAS,2006–2010,114,168997,67.54803626777392,66.84103458297007,67.45681876009634,4.2262031634289485
RJ,330620,VASSOURAS,2011–2015,66,171505,38.47298291101143,32.102728731942214,38.48284306579983,3.6758662247840284
RJ,330620,VASSOURAS,2016–2019,48,136552,35.158443404354706,35.15145391114241,35.15144413849669,3.587716896312986
RJ,330620,VASSOURAS,2020–2024,83,172871,48.04744389050486,47.344528921937226,48.01267997524165,3.8920790396390816
RJ,330630,VOLTA REDONDA,2001–2005,653,1233455,52.82027640853114,60.04587504853708,52.94072341512256,3.987885729099637
RJ,330630,VOLTA REDONDA,2006–2010,577,1272926,45.350597195918006,44.38770499852696,45.32863654289409,3.8357602697465136
RJ,330630,VOLTA REDONDA,2011–2015,798,1293691,61.68201062899692,63.69426751592356,61.68397244782564,4.138105792120092
RJ,330630,VOLTA REDONDA,2016–2019,863,1040588,82.90695004459687,80.3313345708973,82.93387969109773,4.430029342346262
RJ,330630,VOLTA REDONDA,2020–2024,1160,1334326,86.61046999051847,85.63902386805472,86.9352766865069,4.47660105167234
SP,350010,ADAMANTINA,2001–2005,25,167935,14.890453775171531,11.930682733319413,14.88671212076101,2.7654830441457503
SP,350010,ADAMANTINA,2006–2010,26,168685,15.413367837526227,14.833714065327678,15.413344399324185,2.7980946868553196
SP,350010,ADAMANTINA,2011–2015,28,170087,16.468695640149466,17.638239703677574,16.462163481042055,2.860036453447761
SP,350010,ADAMANTINA,2016–2019,24,137402,17.446650414593826,13.101850649201294,17.4669946580108,2.9159850661915216
SP,350010,ADAMANTINA,2020–2024,26,174639,14.868053142708959,17.297546631302794,14.887854373879831,2.7655549414677485
SP,350020,ADOLFO,2001–2005,4,18227,21.907497896461827,0.0,21.9454655181873,3.133120336078004
SP,350020,ADOLFO,2006–2010,1,17911,5.544774050457444,0.0,5.583161185863435,1.8845150533543613
SP,350020,ADOLFO,2011–2015,4,18709,21.482429300188983,27.188689505165847,21.380084451333584,3.1081714763946926
SP,350020,ADOLFO,2016–2019,3,16140,18.851730890358244,12.709710218607016,18.587360594795538,2.9748844906074465
SP,350020,ADOLFO,2020–2024,5,21729,22.749464676330966,22.983222247759134,23.010722996916563,3.1785005221045166
SP,350030,AGUAI,2001–2005,35,146660,23.945349581691282,26.57189357956621,23.864721123687442,3.2134499764869733
SP,350030,AGUAI,2006–2010,49,156603,31.343392935011924,31.93357815743254,31.2893111881637,3.4747362524944547
SP,350030,AGUAI,2011–2015,49,160645,30.50072350888205,24.909702329057165,30.502038656665317,3.450052262996603
SP,350030,AGUAI,2016–2019,26,128402,20.247960709410492,20.2504837216785,20.248905780283796,3.0563054013521045
SP,350030,AGUAI,2020–2024,52,161600,32.02296898539804,37.41581441756048,32.17821782178218,3.501893570896051
SP,350040,AGUAS DA PRATA,2001–2005,11,36321,30.372483542494383,41.557002354896795,30.28550976019383,3.4431550433944165
SP,350040,AGUAS DA PRATA,2006–2010,1,37456,2.703067982159751,0.0,2.6697992310978216,1.3001369551471458
SP,350040,AGUAS DA PRATA,2011–2015,0,37650,0.0,0.0,0.0,0.0
SP,350040,AGUAS DA PRATA,2016–2019,1,29796,3.3521051220166265,0.0,3.3561551886159213,1.4715898308401312
SP,350040,AGUAS DA PRATA,2020–2024,4,37049,10.75177601686155,13.478905512872354,10.796512726389375,2.4678039561316143
SP,350050,AGUAS DE LINDOIA,2001–2005,21,82532,25.47001941650276,17.943656917279743,25.444676004458877,3.2750548527680516
SP,350050,AGUAS DE LINDOIA,2006–2010,12,85229,14.111199498465021,11.73364623056615,14.079714651116403,2.7133504400610193
SP,350050,AGUAS DE LINDOIA,2011–2015,5,87150,5.740935195839545,5.701254275940707,5.737234652897303,1.9076495518450602
SP,350050,AGUAS DE LINDOIA,2016–2019,15,70713,21.206124849377794,22.600140745115894,21.21250689406474,3.1006555038494215
SP,350050,AGUAS DE LINDOIA,2020–2024,11,89954,12.223493989671946,11.224604332697274,12.228472330302155,2.582371501338902
SP,350055,AGUAS DE SANTA BARBARA,2001–2005,3,26673,11.170080634349574,18.487705675725643,11.247328759419638,2.5053078527565584
SP,350055,AGUAS DE SANTA BARBARA,2006–2010,1,27618,3.6717459151826697,0.0,3.620826996886089,1.5305736927294025
SP,350055,AGUAS DE SANTA BARBARA,2011–2015,2,29809,6.64651106302333,0.0,6.709383072226508,2.042438167801304
SP,350055,AGUAS DE SANTA BARBARA,2016–2019,5,26167,19.077900232051043,15.61082896632993,19.10803684029503,3.001119577949947
SP,350055,AGUAS DE SANTA BARBARA,2020–2024,10,35791,28.178266665956453,27.00148508167949,27.93998491240815,3.3652241998627788
SP,350060,AGUAS DE SAO PEDRO,2001–2005,1,10513,9.876543209876543,0.0,9.512032721392561,2.352520574503065
SP,350060,AGUAS DE SAO PEDRO,2006–2010,2,12604,15.048153099536119,0.0,15.867978419549349,2.8254170565112724
SP,350060,AGUAS DE SAO PEDRO,2011–2015,3,13625,22.018561650158567,0.0,22.01834862385321,3.1362916641372784
SP,350060,AGUAS DE SAO PEDRO,2016–2019,1,11009,9.051412020275162,0.0,9.083477155054956,2.310898159018256
SP,350060,AGUAS DE SAO PEDRO,2020–2024,3,13955,21.50487477501795,35.34817956875221,21.49767108563239,3.1134117965478967
SP,350070,AGUDOS,2001–2005,47,165420,28.30794416828622,27.20430432548439,28.412525692177486,3.381420627565296
SP,350070,AGUDOS,2006–2010,42,170536,24.615926581284477,23.314099201492102,24.628230989351223,3.2436945168995415
SP,350070,AGUDOS,2011–2015,53,176446,30.115139441676167,30.94668729779153,30.037518560919487,3.435196748850038
SP,350070,AGUDOS,2016–2019,36,145860,24.573058245337055,17.931351796200047,24.681201151789384,3.2457592515514735
SP,350070,AGUDOS,2020–2024,62,189375,32.7372215656657,32.08041490669946,32.739273927392745,3.518662557247645
SP,350075,ALAMBARI,2001–2005,0,19933,0.0,0.0,0.0,0.0
SP,350075,ALAMBARI,2006–2010,0,23058,0.0,0.0,0.0,0.0
SP,350075,ALAMBARI,2011–2015,1,25868,3.941663381947181,0.0,3.865780114427091,1.5822270551831208
SP,350075,ALAMBARI,2016–2019,3,22548,13.098434340082271,8.62217623728229,13.304949441192123,2.6606055921506426
SP,350075,ALAMBARI,2020–2024,6,30642,19.389395783472782,16.59751037344398,19.580967299784607,3.0243667312345157
SP,350080,ALFREDO MARCONDES,2001–2005,0,18771,0.0,0.0,0.0,0.0
SP,350080,ALFREDO MARCONDES,2006–2010,1,19257,5.21920668058455,0.0,5.192916861401049,1.8234061972575535
SP,350080,ALFREDO MARCONDES,2011–2015,2,20116,10.05530417295123,0.0,9.942334460131239,2.3926391618104956
SP,350080,ALFREDO MARCONDES,2016–2019,1,16916,5.813953488372094,0.0,5.911563017261764,1.9331958086209624
SP,350080,ALFREDO MARCONDES,2020–2024,3,22244,13.488996701447002,0.0,13.48678295270635,2.67323671323608
SP,350090,ALTAIR,2001–2005,5,18067,27.462905740878984,27.464982147761603,27.67476614822605,3.3560175077328704
SP,350090,ALTAIR,2006–2010,2,18781,10.608829483570453,0.0,10.649060220435546,2.4552255089841166
SP,350090,ALTAIR,2011–2015,6,18605,32.21019193716352,27.329871549603716,32.249395323837675,3.5040365811872576
SP,350090,ALTAIR,2016–2019,2,14333,13.781697905181918,0.0,13.953812879369286,2.7049663094172685
SP,350090,ALTAIR,2020–2024,4,17384,22.920043204760916,28.74389192296637,23.00966405890474,3.1784564184195228
SP,350100,ALTINOPOLIS,2001–2005,10,77594,12.888606872118771,12.898232942086933,12.887594401628991,2.630995952539692
SP,350100,ALTINOPOLIS,2006–2010,4,77908,5.134297178468676,0.0,5.134260923140114,1.813889601980094
SP,350100,ALTINOPOLIS,2011–2015,3,79510,3.7732868936215906,6.249609399412537,3.773110300591121,1.5629981470362584
SP,350100,ALTINOPOLIS,2016–2019,12,65414,18.316958497084173,18.212146097728898,18.34469685388449,2.9624183175145458
SP,350100,ALTINOPOLIS,2020–2024,19,84284,22.61665851555521,23.932033026205577,22.54283137962128,3.1588213741072564
SP,350110,ALTO ALEGRE,2001–2005,1,21065,4.783544606553456,0.0,4.747211013529551,1.7487146960134654
SP,350110,ALTO ALEGRE,2006–2010,2,20667,9.67716522621237,0.0,9.67726326994726,2.3681165525626073
SP,350110,ALTO ALEGRE,2011–2015,4,20176,19.882052834307313,0.0,19.825535289452816,3.036179891897965
SP,350110,ALTO ALEGRE,2016–2019,7,15748,44.50242228504021,50.79801828378394,44.4500889001778,3.8166147766210865
SP,350110,ALTO ALEGRE,2020–2024,25,19331,129.5524566994836,77.25985063095546,129.3259531322746,4.870038644130396
SP,350115,ALUMINIO,2001–2005,16,78567,20.343184731162804,19.47546091924176,20.364784196927463,3.0617439682692886
SP,350115,ALUMINIO,2006–2010,14,82552,16.878308328088146,18.353113911660344,16.9590076557806,2.8880918083286518
SP,350115,ALUMINIO,2011–2015,9,84767,10.620082179238961,11.770244821092279,10.61733929477273,2.452498748851212
SP,350115,ALUMINIO,2016–2019,9,68505,13.14933193246242,14.60060453034946,13.137727173199035,2.6488469101512644
SP,350115,ALUMINIO,2020–2024,33,86822,37.940230548070765,34.393809114359414,38.008799613001315,3.6637872517813754
SP,350120,ALVARES FLORENCE,2001–2005,4,20931,19.260799883815036,23.646252069047055,19.110410396063255,3.001237611137903
SP,350120,ALVARES FLORENCE,2006–2010,2,19888,9.90492279690886,0.0,10.056315366049878,2.4030017910441406
SP,350120,ALVARES FLORENCE,2011–2015,2,19506,10.253781081773905,0.0,10.253255408592228,2.420657456443749
SP,350120,ALVARES FLORENCE,2016–2019,0,15632,0.0,0.0,0.0,0.0
SP,350120,ALVARES FLORENCE,2020–2024,0,19664,0.0,0.0,0.0,0.0
SP,350130,ALVARES MACHADO,2001–2005,8,114568,6.979732558972293,8.66438504527141,6.982752601075344,2.0772832894625757
SP,350130,ALVARES MACHADO,2006–2010,15,116701,12.83789877065792,12.901006278489723,12.853360296826935,2.628527823915229
SP,350130,ALVARES MACHADO,2011–2015,13,122004,10.558099637656978,8.197729229003565,10.655388347923019,2.4557685922177273
SP,350130,ALVARES MACHADO,2016–2019,11,103156,10.611826044002369,11.564343710185158,10.663461165613246,2.45646097783547
SP,350130,ALVARES MACHADO,2020–2024,36,136767,26.351605812920432,22.56317689530686,26.322139112505212,3.3076973300453796
SP,350140,ALVARO DE CARVALHO,2001–2005,7,21324,33.1854468552407,46.3284688441047,32.82686175201651,3.52125521325219
SP,350140,ALVARO DE CARVALHO,2006–2010,79,22686,346.21232234299885,418.8712522045855,348.2323900202768,5.855737574590312
SP,350140,ALVARO DE CARVALHO,2011–2015,120,23445,511.264659434995,426.53017701002346,511.83621241202815,6.239956520141331
SP,350140,ALVARO DE CARVALHO,2016–2019,99,18993,521.2811897119885,472.5267115505402,521.2446690886115,6.258136192799343
SP,350140,ALVARO DE CARVALHO,2020–2024,105,24132,435.1211402241589,453.4212695795548,435.1069119840875,6.077887424262415
SP,350150,ALVINLANDIA,2001–2005,4,14425,27.615778177705796,34.28179636612958,27.729636048526864,3.3579292049167666
SP,350150,ALVINLANDIA,2006–2010,1,14834,6.704659738518271,0.0,6.741270055278414,2.0465657639696246
SP,350150,ALVINLANDIA,2011–2015,0,14855,0.0,0.0,0.0,0.0
SP,350150,ALVINLANDIA,2016–2019,3,11710,25.57980900409277,0.0,25.619128949615714,3.2816300907792986
SP,350150,ALVINLANDIA,2020–2024,4,14510,27.551037734004275,34.21142661648991,27.56719503790489,3.3522590328405912
SP,350160,AMERICANA,2001–2005,227,953145,23.894662089156583,22.561519492103468,23.815893699279755,3.2114843228692282
SP,350160,AMERICANA,2006–2010,270,1023729,26.367926245019525,26.13892840446976,26.374167382188055,3.3095997724115747
SP,350160,AMERICANA,2011–2015,314,1085081,29.006461337726677,31.494434416365824,28.937931822601264,3.3991262992041014
SP,350160,AMERICANA,2016–2019,184,907623,20.249058067521773,19.39274895275175,20.27273438421018,3.0574261768597535
SP,350160,AMERICANA,2020–2024,203,1193281,17.009593675236975,16.62240781658592,17.011919237798974,2.8910337186295267
SP,350170,AMERICO BRASILIENSE,2001–2005,445,150144,295.92949811093104,293.9543390926609,296.3821398124467,5.695017977792475
SP,350170,AMERICO BRASILIENSE,2006–2010,177,165764,108.34348769578062,120.70006035003017,106.77831133418594,4.68007644467233
SP,350170,AMERICO BRASILIENSE,2011–2015,119,170538,69.68793315252981,79.16263523616853,69.77916945196965,4.259564740629336
SP,350170,AMERICO BRASILIENSE,2016–2019,51,134236,37.992076309270985,34.14231632667442,37.992788819690695,3.66337672697394
SP,350170,AMERICO BRASILIENSE,2020–2024,47,166558,28.246021317694982,26.957407296471576,28.218398395754033,3.374798592902257
SP,350180,AMERICO DE CAMPOS,2001–2005,6,28137,21.37404713210133,17.699115044247787,21.324234993069624,3.1056728593476532
SP,350180,AMERICO DE CAMPOS,2006–2010,1,28417,3.5050823694356823,0.0,3.5190203047471584,1.5082952236138167
SP,350180,AMERICO DE CAMPOS,2011–2015,2,28733,6.985689797370162,0.0,6.960637594403647,2.0745090964479274
SP,350180,AMERICO DE CAMPOS,2016–2019,3,23232,12.908103911545117,8.577800651912849,12.913223140495868,2.6328396930043882
SP,350180,AMERICO DE CAMPOS,2020–2024,3,29465,10.148002862358428,16.73640167364017,10.181571355845918,2.414267008462977
SP,350190,AMPARO,2001–2005,134,309937,43.186138901760316,42.30944476990171,43.234592836608726,3.7895071263402285
SP,350190,AMPARO,2006–2010,104,323555,32.17980685975939,32.73475495697718,32.142912333297275,3.500828887838407
SP,350190,AMPARO,2011–2015,63,331837,18.991202671846644,16.484833952763456,18.98522467355961,2.9949932342096575
SP,350190,AMPARO,2016–2019,58,268732,21.583062316812633,18.55250189518759,21.582840897250794,3.117190365566174
SP,350190,AMPARO,2020–2024,74,342046,21.606313940523876,22.94992612992527,21.634516994790175,3.1194760417952208
SP,350200,ANALANDIA,2001–2005,1,18915,5.385029617662897,0.0,5.286809410520751,1.838453694088668
SP,350200,ANALANDIA,2006–2010,0,20708,0.0,0.0,0.0,0.0
SP,350200,ANALANDIA,2011–2015,1,21826,4.581901489117984,0.0,4.5816915605241455,1.7194918775007755
SP,350200,ANALANDIA,2016–2019,1,17903,5.570409982174688,0.0,5.585656035301346,1.8848939559430842
SP,350200,ANALANDIA,2020–2024,5,23011,21.68253558823964,21.570319240724764,21.728738429446786,3.123630133880086
SP,350210,ANDRADINA,2001–2005,111,276064,40.20809444203867,41.631219794739984,40.208067694447664,3.718634055012072
SP,350210,ANDRADINA,2006–2010,103,276497,37.250978182624735,36.167019295104794,37.25176041693038,3.6441895831855105
SP,350210,ANDRADINA,2011–2015,122,282083,43.127543095504095,46.087850533555496,43.24968183123407,3.7898481811734914
SP,350210,ANDRADINA,2016–2019,110,232302,47.393409718956605,44.079899122482665,47.35215366204338,3.878510764072609
SP,350210,ANDRADINA,2020–2024,162,300294,53.95305633162335,53.68210433849006,53.9471318108254,4.006371483142047
SP,350220,ANGATUBA,2001–2005,12,100660,12.024314481784835,9.660902328277462,11.92131929266839,2.55887860557697
SP,350220,ANGATUBA,2006–2010,23,107992,21.385146098397946,22.512381809995496,21.29787391658641,3.104491333857531
SP,350220,ANGATUBA,2011–2015,15,113254,13.187849993286415,17.43071291615827,13.244565313366415,2.6563754524520857
SP,350220,ANGATUBA,2016–2019,18,93306,19.25035382666362,17.246756922584183,19.29136389942769,3.0101953718559047
SP,350220,ANGATUBA,2020–2024,32,120376,26.52983055794356,29.330428224252074,26.58337210075098,3.3172131310533675
SP,350230,ANHEMBI,2001–2005,5,24236,20.918264418212054,21.101498206372653,20.63046707377455,3.0741028335263025
SP,350230,ANHEMBI,2006–2010,10,27059,37.477866927219516,37.8000378000378,36.95628071990835,3.6364349900138797
SP,350230,ANHEMBI,2011–2015,0,28291,0.0,0.0,0.0,0.0
SP,350230,ANHEMBI,2016–2019,5,22664,22.05752712681168,17.646023020166506,22.061418990469466,3.1381610476601964
SP,350230,ANHEMBI,2020–2024,12,28502,42.14021628165722,34.96503496503497,42.10230860992211,3.763576559710516
SP,350240,ANHUMAS,2001–2005,3,17531,17.219588367314536,0.0,17.11254349438138,2.8966047089900253
SP,350240,ANHUMAS,2006–2010,2,18353,10.799136069114471,0.0,10.897400969868686,2.4763199703700556
SP,350240,ANHUMAS,2011–2015,2,19037,10.57121507582661,0.0,10.505857015286022,2.4428562113941332
SP,350240,ANHUMAS,2016–2019,1,15656,6.367804381049414,0.0,6.3873275421563624,1.9997660379123663
SP,350240,ANHUMAS,2020–2024,4,20168,19.895590567375756,24.600246002460022,19.833399444664817,3.0365574414131222
SP,350250,APARECIDA,2001–2005,101,174674,57.82115297408602,51.555250042962705,57.821999839701384,4.074515931862768
SP,350250,APARECIDA,2006–2010,64,174932,36.584126386937214,34.3092406221409,36.58564470765783,3.626622187805658
SP,350250,APARECIDA,2011–2015,106,171911,61.660724793840245,64.76302619958787,61.659812344759786,4.1377202907024495
SP,350250,APARECIDA,2016–2019,57,133853,42.52976017736354,43.32799133150103,42.58402874795485,3.774690770125647
SP,350250,APARECIDA,2020–2024,88,164415,53.48261082910589,48.83110541414881,53.52309704102423,3.998624410809677
SP,350260,APARECIDA DOESTE,2001–2005,1,23923,4.223864836325237,0.0,4.18007774944614,1.6448200657043364
SP,350260,APARECIDA DOESTE,2006–2010,0,22717,0.0,0.0,0.0,0.0
SP,350260,APARECIDA DOESTE,2011–2015,3,21781,13.77549017812051,0.0,13.773472292364906,2.6928331597983135
SP,350260,APARECIDA DOESTE,2016–2019,1,16876,5.904581955597544,0.0,5.925574780753733,1.9352210494598878
SP,350260,APARECIDA DOESTE,2020–2024,3,20575,14.627137105074116,24.301336573511545,14.580801944106927,2.746039511782046
SP,350270,APIAI,2001–2005,25,132783,18.846621850410184,19.114611208808014,18.827711378715648,2.9870805238044342
SP,350270,APIAI,2006–2010,26,127874,20.299297489929977,19.25891687851475,20.33251481927522,3.0602324261090237
SP,350270,APIAI,2011–2015,6,125191,4.789475154594896,4.002081082162725,4.792676789865086,1.7565944973360101
SP,350270,APIAI,2016–2019,10,99242,10.092782470814424,6.035575048764483,10.076378952459644,2.4048148185605287
SP,350270,APIAI,2020–2024,17,123526,13.757297568782969,16.073294221650727,13.762284863105744,2.692075608215309
SP,350275,ARACARIGUAMA,2001–2005,13,63491,20.563985595899688,16.466326362588507,20.475342961994613,3.0669054380335807
SP,350275,ARACARIGUAMA,2006–2010,33,78565,41.57097963692375,48.60098590571409,42.00343664481639,3.761280034472446
SP,350275,ARACARIGUAMA,2011–2015,32,90514,35.54987972202714,33.800912624640866,35.35364694964315,3.5932945276854005
SP,350275,ARACARIGUAMA,2016–2019,21,78958,26.50020131617002,23.271442253417426,26.596418348995666,3.317685994338329
SP,350275,ARACARIGUAMA,2020–2024,60,107353,55.638074021029276,53.11700226954464,55.89038033403818,4.0411262641688985
SP,350280,ARACATUBA,2001–2005,365,864347,42.275958742210285,38.180966209844904,42.22841058047289,3.7664979314173013
SP,350280,ARACATUBA,2006–2010,274,895265,30.7048542390462,38.51709195955706,30.605463186877625,3.453329991310547
SP,350280,ARACATUBA,2011–2015,179,930299,19.226213768370705,20.260075388806843,19.24112570259669,3.0077164605898847
SP,350280,ARACATUBA,2016–2019,152,771861,19.6627661726384,20.21187949416363,19.692664871006567,3.0297792834154347
SP,350280,ARACATUBA,2020–2024,306,1007229,30.318779294222246,32.7277102635062,30.38038023130788,3.446182864226629
SP,350290,ARACOIABA DA SERRA,2001–2005,13,109186,11.80751497472619,13.318534961154272,11.906288351986518,2.557714661739382
SP,350290,ARACOIABA DA SERRA,2006–2010,21,128155,16.316708081519483,18.315689219385327,16.3864070851703,2.855688698921483
SP,350290,ARACOIABA DA SERRA,2011–2015,23,142545,16.24314856118146,14.236902050113894,16.13525553334035,2.841138068161996
SP,350290,ARACOIABA DA SERRA,2016–2019,26,121653,21.330775838084094,24.633664862728736,21.372263733734474,3.1078219654529926
SP,350290,ARACOIABA DA SERRA,2020–2024,31,162646,18.923540950961165,20.798668885191347,19.059798580967254,2.99871774165423
SP,350300,ARAMINA,2001–2005,2,24385,8.3315975838367,0.0,8.201763379126513,2.2193951373325183
SP,350300,ARAMINA,2006–2010,0,25361,0.0,0.0,0.0,0.0
SP,350300,ARAMINA,2011–2015,0,26090,0.0,0.0,0.0,0.0
SP,350300,ARAMINA,2016–2019,0,21272,0.0,0.0,0.0,0.0
SP,350300,ARAMINA,2020–2024,2,27190,7.308605883427736,0.0,7.35564545788893,2.1229374131494616
SP,350310,ARANDU,2001–2005,10,30412,32.89100232958556,32.943501894251355,32.881757201104826,3.5228767338788183
SP,350310,ARANDU,2006–2010,3,30557,9.826953639011943,0.0,9.817717707890171,2.381185318441558
SP,350310,ARANDU,2011–2015,4,31529,12.657766606574421,15.552099533437012,12.68673284912303,2.6164269584533417
SP,350310,ARANDU,2016–2019,1,26357,3.8127192313558034,0.0,3.794058504382138,1.5673773396052582
SP,350310,ARANDU,2020–2024,6,34472,17.44132955013616,14.524328249818446,17.405430494314224,2.9126457566315636
SP,350315,ARAPEI,2001–2005,0,12900,0.0,0.0,0.0,0.0
SP,350315,ARAPEI,2006–2010,4,12588,31.81677151207875,39.92015968063872,31.776294884016526,3.489705537153589
SP,350315,ARAPEI,2011–2015,5,12256,40.338846308995564,0.0,40.79634464751958,3.7328088870829235
SP,350315,ARAPEI,2016–2019,0,9560,0.0,0.0,0.0,0.0
SP,350315,ARAPEI,2020–2024,1,11726,8.539709649871904,0.0,8.528057308545113,2.254240846785657
SP,350320,ARARAQUARA,2001–2005,270,949986,28.502201795563472,28.567273331671238,28.421471474316462,3.3817247300447724
SP,350320,ARARAQUARA,2006–2010,236,1015878,23.268211567783847,22.754624245304964,23.231136022238893,3.1876384186752587
SP,350320,ARARAQUARA,2011–2015,231,1083117,21.30627664836924,19.607932548712032,21.32733582798534,3.105811749642605
SP,350320,ARARAQUARA,2016–2019,167,916290,18.223197179147043,18.34939817171545,18.225670912047494,2.9562464126786288
SP,350320,ARARAQUARA,2020–2024,226,1217284,18.537329548238198,19.419938331787666,18.56592216771107,2.973789388091675
SP,350330,ARARAS,2001–2005,218,542043,40.25584137483196,38.24265877532438,40.21821147030771,3.7188801846691195
SP,350330,ARARAS,2006–2010,159,578887,27.487680163499228,28.009978554860172,27.466500370538636,3.3487279703249944
SP,350330,ARARAS,2011–2015,164,608744,26.95199860433118,29.21511506581748,26.94071728017032,3.3300850256600043
SP,350330,ARARAS,2016–2019,169,504905,33.4734636379907,31.949411980742227,33.47164318040028,3.5401370492620616
SP,350330,ARARAS,2020–2024,201,657877,30.52433273210871,28.81823085619703,30.55282370412706,3.4516630843208125
SP,350335,ARCO-IRIS,2001–2005,0,10445,0.0,0.0,0.0,0.0
SP,350335,ARCO-IRIS,2006–2010,0,9854,0.0,0.0,0.0,0.0
SP,350335,ARCO-IRIS,2011–2015,0,9771,0.0,0.0,0.0,0.0
SP,350335,ARCO-IRIS,2016–2019,0,7996,0.0,0.0,0.0,0.0
SP,350335,ARCO-IRIS,2020–2024,2,10251,19.762845849802368,0.0,19.5102916788606,3.0209267932830506
SP,350340,AREALVA,2001–2005,8,37094,21.59123688264299,26.535756932466498,21.56683021512913,3.116481138570791
SP,350340,AREALVA,2006–2010,4,38592,10.345697676981686,12.753475322025253,10.364842454394694,2.4305245948586385
SP,350340,AREALVA,2011–2015,5,39561,12.62364899098064,12.714558169103624,12.638709840499482,2.6129120614680885
SP,350340,AREALVA,2016–2019,3,32082,9.308675685739109,0.0,9.35103796521414,2.3370868011771435
SP,350340,AREALVA,2020–2024,8,40802,19.605346281690856,12.374706100730108,19.60688201558747,3.0256250984303397
SP,350350,AREIAS,2001–2005,14,18143,77.22586593466245,82.46289169873558,77.16474673427768,4.358818736881745
SP,350350,AREIAS,2006–2010,4,18383,21.83119364742295,27.19608376393799,21.75923407496056,3.1249709564493746
SP,350350,AREIAS,2011–2015,2,18330,10.925996889030548,0.0,10.911074740861975,2.4774686178234115
SP,350350,AREIAS,2016–2019,4,14484,27.674145822746134,27.616733131903803,27.616680475006905,3.3539897812031643
SP,350350,AREIAS,2020–2024,1,17987,5.554012774229381,0.0,5.559570801134153,1.8809251741592015
SP,350360,AREIOPOLIS,2001–2005,9,51901,17.35137694919239,19.162594615310912,17.340706344771778,2.9091229799782687
SP,350360,AREIOPOLIS,2006–2010,0,52609,0.0,0.0,0.0,0.0
SP,350360,AREIOPOLIS,2011–2015,3,52326,5.698924227114676,0.0,5.7332874670335965,1.9070635038891552
