estado,cod_mun6,municipio,periodo,casos_total,pop_pessoa_ano,incidencia_media_anual,incidencia_mediana_anual,incidencia_periodo_100mil_pessoa_ano,log_inc_periodo_mais1
SP,352280,ITAPORANGA,2020–2024,21,70801,29.676233432420624,28.32259434964243,29.66059801415234,3.4229783779550957
SP,352290,ITAPUI,2001–2005,5,54422,9.310081031536075,9.189487226612755,9.187460953290948,2.321157645753839
SP,352290,ITAPUI,2006–2010,11,58961,18.259222912204315,16.964967342437866,18.656399993215857,2.9784029846870324
SP,352290,ITAPUI,2011–2015,14,62648,22.411904722421138,15.660480776759846,22.347082109564553,3.150472013118543
SP,352290,ITAPUI,2016–2019,11,52330,20.86778809627622,11.558553384603485,21.020447162239634,3.0919714381836987
SP,352290,ITAPUI,2020–2024,17,68392,24.700757802822952,22.174587922241113,24.85670838694584,3.2525700793545433
SP,352300,ITAPURA,2001–2005,8,19938,39.56496128647818,50.163029847002754,40.12438559534557,3.716601269043127
SP,352300,ITAPURA,2006–2010,6,21242,28.375217814456096,23.24500232450023,28.245927878730818,3.3757403461649966
SP,352300,ITAPURA,2011–2015,4,21297,18.784247652969526,23.29916123019571,18.781988073437574,2.984771830417739
SP,352300,ITAPURA,2016–2019,5,16467,30.342339317376684,36.30038212170777,30.363757818667636,3.445653016704749
SP,352300,ITAPURA,2020–2024,2,20038,9.993780260679737,0.0,9.981036031540073,2.3961697878723798
SP,352310,ITAQUAQUECETUBA,2001–2005,625,1434170,43.64123142451927,42.17957024079473,43.579213064002175,3.7972676755812427
SP,352310,ITAQUAQUECETUBA,2006–2010,615,1557178,39.476615488173316,39.46918606458029,39.494521499790004,3.7011666933523406
SP,352310,ITAQUAQUECETUBA,2011–2015,530,1665420,31.861028996280414,33.18135453662853,31.823804205545745,3.4911539901435953
SP,352310,ITAQUAQUECETUBA,2016–2019,561,1402876,39.9424954591384,37.92510268064164,39.989279166512226,3.713310548767869
SP,352310,ITAQUAQUECETUBA,2020–2024,732,1853594,39.48232001132193,40.3493331527994,39.49084858928115,3.701075987821025
SP,352320,ITARARE,2001–2005,61,234821,25.981365749766816,25.402739262050424,25.977233722707933,3.2949933148598216
SP,352320,ITARARE,2006–2010,50,238276,20.98807597207918,18.996559511999493,20.984068894894996,3.0903180499003393
SP,352320,ITARARE,2011–2015,48,235184,20.38686364307491,16.795431642593215,20.409551670181646,3.0638371621759735
SP,352320,ITARARE,2016–2019,43,182877,23.54362248354287,21.85937540040289,23.513071627377965,3.199206511082401
SP,352320,ITARARE,2020–2024,60,224366,26.77041291413417,31.109728456513043,26.74201973561057,3.322948221739107
SP,352330,ITARIRI,2001–2005,38,70740,53.91712580109718,55.12679162072767,53.71783997738196,4.0021897984376205
SP,352330,ITARIRI,2006–2010,27,75412,35.64417572856196,26.867275658248257,35.803320426457326,3.6055880700843144
SP,352330,ITARIRI,2011–2015,34,77426,43.91463820484306,38.769707934866894,43.912897476299946,3.804725002415504
SP,352330,ITARIRI,2016–2019,37,62026,59.65371105387639,58.04019027771781,59.652403830651664,4.105159269075395
SP,352330,ITARIRI,2020–2024,44,77976,56.39369804923565,51.53642981382465,56.42761875448856,4.050525350573922
SP,352340,ITATIBA,2001–2005,131,434277,30.18535481026233,31.31511436038879,30.1650789703346,3.439298204200636
SP,352340,ITATIBA,2006–2010,124,485476,25.59944646415374,25.287646984448095,25.541942341124997,3.2787262116490856
SP,352340,ITATIBA,2011–2015,105,530945,19.78525506825782,21.037130535394972,19.776059667197167,3.033801346285336
SP,352340,ITATIBA,2016–2019,116,454529,25.590639114813182,27.030853850169564,25.52092385744364,3.2779340009644247
SP,352340,ITATIBA,2020–2024,122,609716,19.961890306375455,18.368386337260272,20.009315812607838,3.0449659494817243
SP,352350,ITATINGA,2001–2005,7,80948,8.53645502253888,6.37389253617184,8.647526807333103,2.2667015931076215
SP,352350,ITATINGA,2006–2010,12,87511,13.96923724452246,11.429877700308607,13.712561849367507,2.68870167644281
SP,352350,ITATINGA,2011–2015,8,91508,8.742788347072358,10.878433505575197,8.7424050356253,2.276488010749328
SP,352350,ITATINGA,2016–2019,17,74727,22.685925668700083,21.31405801130572,22.749474754774045,3.1675604146476357
SP,352350,ITATINGA,2020–2024,66,95624,68.7452533263355,47.194546407970634,69.02032962436208,4.248785623089876
SP,352360,ITIRAPINA,2001–2005,12,67971,17.500353663691545,14.717786444918683,17.654587986052878,2.9260921204497463
SP,352360,ITIRAPINA,2006–2010,136,74751,181.30927148981846,164.1281512605042,181.93736538641622,5.209143828607167
SP,352360,ITIRAPINA,2011–2015,209,78389,266.64540727261385,259.8060959381535,266.61904093686616,5.589564480195308
SP,352360,ITIRAPINA,2016–2019,112,63645,176.02003185516395,173.45010056471344,175.97611752690707,5.176014794243549
SP,352360,ITIRAPINA,2020–2024,138,81008,170.20491265341133,164.30353556867277,170.35354532885643,5.143728938674744
SP,352370,ITIRAPUA,2001–2005,0,27791,0.0,0.0,0.0,0.0
SP,352370,ITIRAPUA,2006–2010,2,29053,6.793610729105119,0.0,6.883970674284927,2.064831669634257
SP,352370,ITIRAPUA,2011–2015,0,29400,0.0,0.0,0.0,0.0
SP,352370,ITIRAPUA,2016–2019,0,23317,0.0,0.0,0.0,0.0
SP,352370,ITIRAPUA,2020–2024,6,29051,20.594517548874233,0.0,20.653333792296305,3.0751594283812627
SP,352380,ITOBI,2001–2005,3,37450,8.010699204918655,0.0,8.01068090787717,2.1984106412261872
SP,352380,ITOBI,2006–2010,1,37650,2.6616981634282673,0.0,2.6560424966799467,1.2963812773427137
SP,352380,ITOBI,2011–2015,2,38340,5.217080700441391,0.0,5.216484089723527,1.8272044880451617
SP,352380,ITOBI,2016–2019,4,31420,12.799456775085696,6.348400203148806,12.73074474856779,2.6196374607390958
SP,352380,ITOBI,2020–2024,2,40347,4.8721071863581,0.0,4.9569980419857735,1.7845666699551708
SP,352390,ITU,2001–2005,238,703851,33.85007641131965,33.82998632404808,33.813974832741586,3.5500188818239997
SP,352390,ITU,2006–2010,229,751092,30.509994837650858,29.004276444480418,30.488941434604552,3.449636418625535
SP,352390,ITU,2011–2015,244,787820,30.971272135879666,30.244222093404236,30.97154172272854,3.4648461859543174
SP,352390,ITU,2016–2019,209,651262,32.05167654559672,32.09176595639784,32.091539196206746,3.499277636300691
SP,352390,ITU,2020–2024,277,846995,32.64758941027568,31.507610520104723,32.70385303337092,3.517612164157207
SP,352400,ITUPEVA,2001–2005,27,154242,17.660445808459862,18.10610175629187,17.5049597385926,2.918038790131489
SP,352400,ITUPEVA,2006–2010,45,201957,22.413201066409325,18.821315139395363,22.28197091460063,3.147679280559769
SP,352400,ITUPEVA,2011–2015,35,251597,14.19198108024139,12.401049955562904,13.911135665369619,2.702108293908848
SP,352400,ITUPEVA,2016–2019,37,238482,15.51779335274324,14.14966864183038,15.514797762514572,2.804256813082916
SP,352400,ITUPEVA,2020–2024,68,350550,19.10436184082758,16.586957122715837,19.398088717729284,3.0154412061535716
SP,352410,ITUVERAVA,2001–2005,2,184907,1.067748651967327,0.0,1.0816248167997966,0.7331487506880298
SP,352410,ITUVERAVA,2006–2010,35,190992,18.33710714068912,15.913008884763295,18.32537488481193,2.9614189932406676
SP,352410,ITUVERAVA,2011–2015,54,192056,28.08520824560544,31.164783794312424,28.11679926688049,3.37131530200166
SP,352410,ITUVERAVA,2016–2019,37,151955,24.343848321971393,26.356175424972577,24.349313941627457,3.232751666224322
SP,352410,ITUVERAVA,2020–2024,47,189449,24.85856088763734,23.679225426226058,24.808787589272047,3.2507150381704677
SP,352420,JABORANDI,2001–2005,1,32370,3.1051079024996118,0.0,3.089280197713933,1.4083689637875265
SP,352420,JABORANDI,2006–2010,0,32790,0.0,0.0,0.0,0.0
SP,352420,JABORANDI,2011–2015,2,32487,6.201105489691942,0.0,6.156308677317081,1.9679943001713196
SP,352420,JABORANDI,2016–2019,4,25431,15.691197238349288,0.0,15.728834886555779,2.8171338704071838
SP,352420,JABORANDI,2020–2024,5,31303,15.973166079035058,15.9821000479463,15.97290994473373,2.831618540369863
SP,352430,JABOTICABAL,2001–2005,121,343297,35.305964440684704,34.95637735409353,35.24644841055995,3.590341401619727
SP,352430,JABOTICABAL,2006–2010,65,353964,18.37689714619795,21.189433535810142,18.36344939033348,2.963387236966165
SP,352430,JABOTICABAL,2011–2015,40,358508,11.158333153127028,13.951866062085802,11.157352137190802,2.4979341009508826
SP,352430,JABOTICABAL,2016–2019,44,287045,15.327811397141733,15.325272686772806,15.328607012837708,2.7929186010069786
SP,352430,JABOTICABAL,2020–2024,105,361529,28.98866854680229,29.239358961863523,29.043313261176834,3.4026401157931456
SP,352440,JACAREI,2001–2005,384,985407,38.991457070729055,40.69860921295924,38.96866979836758,3.6880958921686293
SP,352440,JACAREI,2006–2010,357,1035452,34.483221992933466,31.24792864109387,34.4776966967083,3.568904236977504
SP,352440,JACAREI,2011–2015,353,1090785,32.36077395777066,32.30597346423235,32.36201451248413,3.5074179627321924
SP,352440,JACAREI,2016–2019,241,915809,26.34343570273968,25.330297015509597,26.315530858508705,3.3074554363470487
SP,352440,JACAREI,2020–2024,324,1208193,26.751750398775748,28.154761418999975,26.81690756360946,3.325644021567944
SP,352450,JACI,2001–2005,1,22667,4.705882352941177,0.0,4.411699827943707,1.688563244606214
SP,352450,JACI,2006–2010,7,26571,25.44333463978456,0.0,26.344510932972035,3.308515811576519
SP,352450,JACI,2011–2015,11,30484,36.29501955599102,48.03073967339097,36.084503346017584,3.6131991827843657
SP,352450,JACI,2016–2019,8,27254,29.287696380022293,30.10240184776651,29.353489396051955,3.4129114827600757
SP,352450,JACI,2020–2024,10,37907,26.31284055260199,25.38715410002539,26.380351913894533,3.309825672732216
SP,352460,JACUPIRANGA,2001–2005,23,85455,26.921643868887138,29.25516353636417,26.91475045345503,3.3291552392079486
SP,352460,JACUPIRANGA,2006–2010,12,85872,13.973216404766783,11.64551065564225,13.97428731134712,2.7063345509722962
SP,352460,JACUPIRANGA,2011–2015,22,84619,26.00062554380323,29.545588843585655,25.99888913837318,3.295795722134716
SP,352460,JACUPIRANGA,2016–2019,19,66021,28.8177613302325,27.121891734078233,28.778721921812757,3.393794109001535
SP,352460,JACUPIRANGA,2020–2024,20,80990,24.67345908004649,18.533390992771977,24.69440671687863,3.2462733307391622
SP,352470,JAGUARIUNA,2001–2005,60,167303,36.09846421732065,38.940809968847354,35.8630747804881,3.607210366572917
SP,352470,JAGUARIUNA,2006–2010,64,204708,31.290912163367306,33.11426970299048,31.264044394943042,3.4739534335601725
SP,352470,JAGUARIUNA,2011–2015,36,238485,15.133882990560153,15.417483426205317,15.095289011887541,2.7785266212150606
SP,352470,JAGUARIUNA,2016–2019,55,212833,25.71806790440795,25.3718351085753,25.84185723078658,3.2899625060875617
SP,352470,JAGUARIUNA,2020–2024,64,296156,21.357981190586752,25.275077088985125,21.610232445062735,3.1184025668678483
SP,352480,JALES,2001–2005,57,232162,24.56191136743042,21.613209993948303,24.551821572867226,3.240708608545459
SP,352480,JALES,2006–2010,44,234230,18.788090617186064,17.107542287706092,18.78495495880118,2.9849217983021292
SP,352480,JALES,2011–2015,59,237238,24.850591991276104,23.041957309537274,24.86954029287045,3.253066226147143
SP,352480,JALES,2016–2019,33,192429,17.143816868843437,17.718535730925893,17.149182295807805,2.8986255071233895
SP,352480,JALES,2020–2024,42,245290,17.174075710537398,14.395294795072695,17.122589587834806,2.897159203639626
SP,352490,JAMBEIRO,2001–2005,0,21811,0.0,0.0,0.0,0.0
SP,352490,JAMBEIRO,2006–2010,0,25246,0.0,0.0,0.0,0.0
SP,352490,JAMBEIRO,2011–2015,0,27975,0.0,0.0,0.0,0.0
SP,352490,JAMBEIRO,2016–2019,0,23931,0.0,0.0,0.0,0.0
SP,352490,JAMBEIRO,2020–2024,3,31968,9.125475285171103,0.0,9.384384384384385,2.340303176262792
SP,352500,JANDIRA,2001–2005,21,482551,4.211244021537505,0.0,4.351871615642699,1.6774463344295942
SP,352500,JANDIRA,2006–2010,160,524213,30.560791810479788,30.070228533736856,30.521944324158312,3.450683948498326
SP,352500,JANDIRA,2011–2015,168,553488,30.361392443937376,31.619267878437466,30.35296158182291,3.445308730936789
SP,352500,JANDIRA,2016–2019,161,457252,35.19305356947534,35.42886126517172,35.2103435304821,3.5893448109041044
SP,352500,JANDIRA,2020–2024,223,593607,37.48472023634339,37.5,37.566942438347255,3.6523954960248997
SP,352510,JARDINOPOLIS,2001–2005,20,163381,12.20108792497341,14.697668949704576,12.241325490724135,2.5833426580903884
SP,352510,JARDINOPOLIS,2006–2010,19,180873,10.592666183555735,8.29646017699115,10.50460820575763,2.4427476686491154
SP,352510,JARDINOPOLIS,2011–2015,39,197231,19.627436604418236,17.74982884093618,19.77376781540427,3.0336910280513467
SP,352510,JARDINOPOLIS,2016–2019,119,169058,70.41554751565123,72.05805316169045,70.39004365365732,4.268158414995584
SP,352510,JARDINOPOLIS,2020–2024,162,226722,71.19638068828748,70.66825670244248,71.4531452615979,4.282940080682875
SP,352520,JARINU,2001–2005,23,94349,24.75302063124554,20.520186733699276,24.377576868859236,3.2338659836880863
SP,352520,JARINU,2006–2010,25,111611,22.48353407429807,23.19109461966605,22.399225882753495,3.152702939882825
SP,352520,JARINU,2011–2015,19,133745,13.99456403480836,12.113381248485828,14.206138547235412,2.721699198117848
SP,352520,JARINU,2016–2019,50,126768,39.603317971078475,41.12266724315678,39.442130506121416,3.6998720759030745
SP,352520,JARINU,2020–2024,47,186531,25.407190293171737,23.364485981308412,25.196884164026354,3.265640478657746
SP,352530,JAU,2001–2005,117,587533,19.99468091250899,20.429356985988868,19.913775056039405,3.0404080354543774
SP,352530,JAU,2006–2010,157,635219,24.739077434443875,21.703575664090657,24.71588538755925,3.2471089094161583
SP,352530,JAU,2011–2015,191,658251,29.01031297261924,30.47781595970833,29.016287100209496,3.401740137683771
SP,352530,JAU,2016–2019,131,530282,24.705507757996227,25.307262209356807,24.70383682644329,3.24664027361582
SP,352530,JAU,2020–2024,184,672591,27.3192477863086,25.54777433801208,27.356892970616613,3.3448701389137914
SP,352540,JERIQUARA,2001–2005,0,16218,0.0,0.0,0.0,0.0
SP,352540,JERIQUARA,2006–2010,0,15919,0.0,0.0,0.0,0.0
SP,352540,JERIQUARA,2011–2015,2,16619,11.937568759692486,0.0,12.034418436729045,2.567593430872637
SP,352540,JERIQUARA,2016–2019,0,14334,0.0,0.0,0.0,0.0
SP,352540,JERIQUARA,2020–2024,2,19293,10.383500144334961,0.0,10.366454154356502,2.430666399348919
SP,352550,JOANOPOLIS,2001–2005,4,54006,7.568445669476359,0.0,7.4065844535792325,2.129015262310047
SP,352550,JOANOPOLIS,2006–2010,8,57422,14.001638543255805,8.70852564660803,13.931942461077636,2.7035027076480227
SP,352550,JOANOPOLIS,2011–2015,10,60109,16.578626669192875,8.201427048306405,16.636443793774642,2.8699674312624697
SP,352550,JOANOPOLIS,2016–2019,6,49649,12.013952625244478,12.070950288352648,12.084835545529618,2.571453967735733
SP,352550,JOANOPOLIS,2020–2024,1,64222,1.5606710885680843,0.0,1.557098813490704,0.9388733398684801
SP,352560,JOAO RAMALHO,2001–2005,2,19661,10.095235329170912,0.0,10.172422562433244,2.4134484707146955
SP,352560,JOAO RAMALHO,2006–2010,0,20433,0.0,0.0,0.0,0.0
SP,352560,JOAO RAMALHO,2011–2015,3,21021,14.31338678201467,23.685457129322597,14.271442842871414,2.7259846034944255
SP,352560,JOAO RAMALHO,2016–2019,0,17148,0.0,0.0,0.0,0.0
SP,352560,JOAO RAMALHO,2020–2024,1,21925,4.575611988103409,0.0,4.561003420752566,1.7157785633378695
SP,352570,JOSE BONIFACIO,2001–2005,23,149392,15.391473946355678,16.737522177216885,15.395737388882937,2.797021385734298
SP,352570,JOSE BONIFACIO,2006–2010,16,159578,10.062903513737352,9.526228883525974,10.02644474802291,2.4002964556521107
SP,352570,JOSE BONIFACIO,2011–2015,17,168465,10.048371826380517,8.7404947120007,10.091116849197164,2.406144504064101
SP,352570,JOSE BONIFACIO,2016–2019,20,140532,14.153877768129338,11.4129103243958,14.231634076224633,2.7233744544033427
SP,352570,JOSE BONIFACIO,2020–2024,53,183985,28.740418939148164,24.79748718796495,28.806696198059623,3.394733072901927
SP,352580,JULIO MESQUITA,2001–2005,4,21220,18.88060488168853,23.5626767200754,18.85014137606032,2.9882111293275
SP,352580,JULIO MESQUITA,2006–2010,4,21880,18.226172417262312,22.711787417669772,18.281535648994517,2.959147935854633
SP,352580,JULIO MESQUITA,2011–2015,1,21927,4.591368227731865,0.0,4.560587403657591,1.7157037508219737
SP,352580,JULIO MESQUITA,2016–2019,3,17276,17.415035767193856,11.55802126675913,17.36513081731882,2.9104538024326927
SP,352580,JULIO MESQUITA,2020–2024,7,21394,32.71324977579233,46.425255338904364,32.7194540525381,3.5180749423898363
SP,352585,JUMIRIM,2001–2005,0,11815,0.0,0.0,0.0,0.0
SP,352585,JUMIRIM,2006–2010,4,13337,28.94576396064706,0.0,29.991752268126266,3.4337211132191103
SP,352585,JUMIRIM,2011–2015,2,14302,13.986768077255864,0.0,13.984058173682003,2.7069868475209304
SP,352585,JUMIRIM,2016–2019,1,11826,8.549931600547195,0.0,8.45594452900389,2.246643594424443
SP,352585,JUMIRIM,2020–2024,0,15313,0.0,0.0,0.0,0.0
SP,352590,JUNDIAI,2001–2005,799,1684104,47.54258970123394,47.21463356693194,47.44362580933244,3.880400767438824
SP,352590,JUNDIAI,2006–2010,749,1801672,41.62120401598776,42.19069639630387,41.57249488253134,3.7512083847126454
SP,352590,JUNDIAI,2011–2015,627,1936356,32.36677249771058,32.248592073663126,32.38040938752998,3.5079691826141426
SP,352590,JUNDIAI,2016–2019,529,1657258,31.946536887614656,33.06787923689926,31.92019588983731,3.49408632627225
SP,352590,JUNDIAI,2020–2024,666,2221940,29.862838530953628,29.110626899522714,29.973806673447527,3.433141901299232
SP,352600,JUNQUEIROPOLIS,2001–2005,27,87529,30.786653238928004,29.120559114735006,30.846919306744052,3.4609406522770207
SP,352600,JUNQUEIROPOLIS,2006–2010,85,91850,92.38021632574672,96.12303748798462,92.54218835057158,4.538412546834558
SP,352600,JUNQUEIROPOLIS,2011–2015,151,95717,157.8198082314556,164.33418150975402,157.7567203318115,5.067372969675606
SP,352600,JUNQUEIROPOLIS,2016–2019,192,79140,243.20648578466938,256.40092812423217,242.60803639120547,5.495560525403261
SP,352600,JUNQUEIROPOLIS,2020–2024,128,102437,125.10453111664779,137.9378294497266,124.95485029823207,4.835923511769185
SP,352610,JUQUIA,2001–2005,43,100635,42.62431430609321,39.49642063687978,42.7286729269141,3.778004017992343
SP,352610,JUQUIA,2006–2010,24,97472,24.610997839416942,25.814445763849452,24.622455679579776,3.2434691419759547
SP,352610,JUQUIA,2011–2015,43,93509,45.962642467316165,42.780748663101605,45.984878460896816,3.8498258150677542
SP,352610,JUQUIA,2016–2019,35,71647,49.07811602032834,35.93196554589955,48.8506148198808,3.909030829729601
SP,352610,JUQUIA,2020–2024,58,86418,67.13362079775553,62.90746883220863,67.11564720312899,4.221206954797034
SP,352620,JUQUITIBA,2001–2005,53,135623,39.16377881605512,40.222319730876116,39.07891729278957,3.690850442758779
SP,352620,JUQUITIBA,2006–2010,41,141341,29.011777824319275,28.53677677106371,29.00786042266575,3.401459361431317
SP,352620,JUQUITIBA,2011–2015,45,141991,31.743211662891902,31.692372702302976,31.692149502433253,3.487134972702073
SP,352620,JUQUITIBA,2016–2019,43,111587,38.56942188810767,43.187385795530325,38.534954788640256,3.6771852119441477
SP,352620,JUQUITIBA,2020–2024,73,138250,52.715222487860174,50.53421888535952,52.80289330922242,3.9853272447035306
SP,352630,LAGOINHA,2001–2005,11,24610,44.61202277952499,40.53506282934738,44.69727752945957,3.8220387234661097
SP,352630,LAGOINHA,2006–2010,3,24320,12.325406934070205,0.0,12.335526315789474,2.590431625605724
SP,352630,LAGOINHA,2011–2015,2,24502,8.162561650201628,0.0,8.162598971512528,2.2151298689566166
SP,352630,LAGOINHA,2016–2019,6,19964,29.97440864410112,30.074290301546196,30.054097375275493,3.435730760229836
SP,352630,LAGOINHA,2020–2024,7,25501,27.564256976147316,39.34684241589612,27.44990392533626,3.3481447836013043
SP,352640,LARANJAL PAULISTA,2001–2005,40,115192,34.57796206507434,31.197076388269895,34.724633655114935,3.575840469182945
SP,352640,LARANJAL PAULISTA,2006–2010,31,123005,25.168652623336783,29.216578321298886,25.202227551725542,3.2658444282111927
SP,352640,LARANJAL PAULISTA,2011–2015,52,127501,40.85142802035954,35.294117647058826,40.78399385102862,3.732513343973079
SP,352640,LARANJAL PAULISTA,2016–2019,52,103511,50.208499028860956,48.12442585827512,50.23620677995575,3.9364464457940613
SP,352640,LARANJAL PAULISTA,2020–2024,64,132167,48.33779979852466,49.66571155682904,48.42358531252128,3.9004277457339627
SP,352650,LAVINIA,2001–2005,12,30228,40.09309347045614,49.76775049767751,39.69829297340214,3.706186149883521
SP,352650,LAVINIA,2006–2010,224,39539,567.4166106825734,550.6918949449308,566.5292496016591,6.341292289175656
SP,352650,LAVINIA,2011–2015,354,44993,785.7466526178929,744.6099133140698,786.7890560753896,6.669230358685287
SP,352650,LAVINIA,2016–2019,375,37351,1005.5516930792552,957.1054695580385,1003.989183689861,6.9127320579376095
SP,352650,LAVINIA,2020–2024,275,48537,566.8563685319307,585.326470885054,566.5780744586604,6.341378316031437
SP,352660,LAVRINHAS,2001–2005,5,30887,16.07070101469143,15.89319771137953,16.188040275844205,2.8442138091636804
SP,352660,LAVRINHAS,2006–2010,1,32349,3.0349013657056143,0.0,3.091285665708368,1.40885926435306
SP,352660,LAVRINHAS,2011–2015,5,33655,14.858093303935132,14.85663348685188,14.85663348685188,2.7635879292903014
SP,352660,LAVRINHAS,2016–2019,3,27790,10.732643899876278,7.2223024700274445,10.795250089960417,2.467696915683642
SP,352660,LAVRINHAS,2020–2024,6,35940,16.91142259305936,13.945056477478735,16.69449081803005,2.8732533379118057
SP,352670,LEME,2001–2005,194,419622,46.1496540887464,49.48941409361949,46.23208506703652,3.85507343002306
SP,352670,LEME,2006–2010,152,447285,34.00575845542336,33.78525654998038,33.982807382317766,3.554856723154437
SP,352670,LEME,2011–2015,128,466599,27.434229101773052,27.09351597975573,27.432549148197914,3.347534585667175
SP,352670,LEME,2016–2019,112,382841,29.250190137144635,27.316217159031098,29.25496485486142,3.4096602984428523
SP,352670,LEME,2020–2024,158,493877,31.929150828059523,32.08792090327498,31.99177123048856,3.4962581737200793
SP,352680,LENCOIS PAULISTA,2001–2005,74,284459,26.105358148560203,26.08105993427573,26.01429379980946,3.2963661259145334
SP,352680,LENCOIS PAULISTA,2006–2010,85,300506,28.240976371969452,27.674676043498078,28.285624912647336,3.3770967783151766
SP,352680,LENCOIS PAULISTA,2011–2015,86,313313,27.438182643177413,24.257713953037065,27.448589748909235,3.348098589885359
SP,352680,LENCOIS PAULISTA,2016–2019,85,258222,32.938369934174126,27.885085708321412,32.91741214923593,3.5239285152430937
SP,352680,LENCOIS PAULISTA,2020–2024,87,334040,25.91661727315479,26.689204216894268,26.044785055681956,3.29749419763723
SP,352690,LIMEIRA,2001–2005,459,1284384,35.702145341640765,34.681412689543556,35.73697585768742,3.6037837644146067
SP,352690,LIMEIRA,2006–2010,414,1352157,30.619759469469887,32.24380665309287,30.61774631200371,3.4537185551110245
SP,352690,LIMEIRA,2011–2015,372,1399536,26.592008923040083,26.32442509979842,26.58023802174435,3.31709950255795
SP,352690,LIMEIRA,2016–2019,350,1143305,30.6016480102235,28.99998199889763,30.613003529241983,3.453568540038215
SP,352690,LIMEIRA,2020–2024,513,1468542,34.87096390625923,38.14152869896883,34.93260662616391,3.581645145840612
SP,352700,LINDOIA,2001–2005,2,28577,7.004087842587722,0.0,6.998635266123106,2.0792709353927994
SP,352700,LINDOIA,2006–2010,4,32066,12.704250038358975,15.246226558926667,12.474271814382835,2.600782075585906
SP,352700,LINDOIA,2011–2015,3,33931,8.863249077305401,14.682131845543973,8.841472399870325,2.286605334003255
SP,352700,LINDOIA,2016–2019,2,27597,7.247647046501362,7.20772668300418,7.247164546871037,2.1098694499828436
SP,352700,LINDOIA,2020–2024,7,35192,19.8379817986223,14.310246136233541,19.890884291884518,3.0393129055430377
SP,352710,LINS,2001–2005,123,337773,36.45259749476986,36.71503260294895,36.41498876464371,3.622071393242118
SP,352710,LINS,2006–2010,112,351526,31.763055962770693,27.026642579764157,31.861085666494084,3.4922891512141048
SP,352710,LINS,2011–2015,117,361277,32.39251615817039,33.216154122955125,32.38512277283082,3.5081103747878934
SP,352710,LINS,2016–2019,106,294026,36.014271039991854,35.4132650310469,36.051233564378656,3.612301645772962
SP,352710,LINS,2020–2024,144,375960,38.27154230532519,41.705222275801844,38.30194701563996,3.6712740600307283
SP,352720,LORENA,2001–2005,120,396648,30.30698007766468,27.420822375391058,30.253524535608395,3.4421321549621133
SP,352720,LORENA,2006–2010,122,408048,29.89602372981856,28.343972592610847,29.898443320393678,3.4307058046538996
SP,352720,LORENA,2011–2015,170,415555,40.89680229494844,44.314030780286245,40.90914560046203,3.735504075197605
SP,352720,LORENA,2016–2019,136,335913,40.49999497607222,41.04735930269341,40.4866736327561,3.725372258384472
SP,352720,LORENA,2020–2024,158,427451,36.98383052149019,35.4362796631191,36.96330105672931,3.636619931413099
SP,352725,LOURDES,2001–2005,0,10215,0.0,0.0,0.0,0.0
SP,352725,LOURDES,2006–2010,1,10517,9.564801530368246,0.0,9.508414947228296,2.3521763597406564
SP,352725,LOURDES,2011–2015,0,10411,0.0,0.0,0.0,0.0
SP,352725,LOURDES,2016–2019,0,8060,0.0,0.0,0.0,0.0
SP,352725,LOURDES,2020–2024,1,9820,10.256410256410257,0.0,10.183299389002038,2.4144215394843522
SP,352730,LOUVEIRA,2001–2005,33,136655,23.96058212705712,24.556233775345543,24.148402912443746,3.2247943920420536
SP,352730,LOUVEIRA,2006–2010,28,170308,16.577264516370523,14.707612660312979,16.44080137163257,2.8588123676334445
SP,352730,LOUVEIRA,2011–2015,20,201946,9.78178136978437,7.85895790218217,9.903637606092719,2.3890964588907937
SP,352730,LOUVEIRA,2016–2019,23,183062,12.675338286916908,12.040052267990767,12.56404933847549,2.6074228617144213
SP,352730,LOUVEIRA,2020–2024,33,258389,12.628379563141241,11.899095668729176,12.771441508732957,2.622596991991562
SP,352740,LUCELIA,2001–2005,19,93868,20.147492378642784,20.96106482209296,20.24118975582733,3.055942209674424
SP,352740,LUCELIA,2006–2010,88,97799,90.008900688455,65.92292089249493,89.98047014795652,4.5106448697253025
SP,352740,LUCELIA,2011–2015,109,99633,109.41252511361374,105.46404178384894,109.40150351791073,4.704123752571915
SP,352740,LUCELIA,2016–2019,150,79974,187.646457348811,187.58818888836404,187.56095731112612,5.239421335572594
SP,352740,LUCELIA,2020–2024,55,100726,54.55867171112404,54.87379028235059,54.603578023549034,4.018247552127504
SP,352750,LUCIANOPOLIS,2001–2005,3,10911,27.414731951740528,45.433893684688776,27.495188342040144,3.349735242917344
SP,352750,LUCIANOPOLIS,2006–2010,2,11149,17.78568252556692,0.0,17.93882859449278,2.9412142376136137
SP,352750,LUCIANOPOLIS,2011–2015,1,11395,8.73743993010048,0.0,8.775778850372971,2.2799077804848396
SP,352750,LUCIANOPOLIS,2016–2019,1,9301,10.822510822510823,0.0,10.751532093323299,2.4639836230111425
SP,352750,LUCIANOPOLIS,2020–2024,1,11898,8.431703204047217,0.0,8.40477391158178,2.241217423291457
SP,352760,LUIS ANTONIO,2001–2005,3,41120,7.666875547149786,0.0,7.2957198443579765,2.1157397003905154
SP,352760,LUIS ANTONIO,2006–2010,7,51628,13.532501734969909,17.7210703526493,13.558534128767336,2.6781773597308964
