estado,origem,destino
SP,351660,355550
SP,351660,351670
SP,351660,354110
SP,351670,355660
SP,351670,353890
SP,351670,353370
SP,351670,350140
SP,351670,350150
SP,351670,351660
SP,351670,354110
SP,351670,352780
SP,351680,353260
SP,351680,355520
SP,351680,353286
SP,351680,352830
SP,351680,351590
SP,351680,353100
SP,351680,353330
SP,351685,350670
SP,351685,350320
SP,351685,352930
SP,351685,353290
SP,351690,353286
SP,351690,352830
SP,351690,350420
SP,351690,354025
SP,351690,354925
SP,351690,354805
SP,351700,350110
SP,351700,352710
SP,351700,351720
SP,351700,351730
SP,351700,354160
SP,351700,354000
SP,351700,352770
SP,351700,352900
SP,351700,354180
SP,351710,355715
SP,351710,350770
SP,351710,350810
SP,351710,350775
SP,351710,351250
SP,351710,353730
SP,351720,351700
SP,351720,352710
SP,351720,354460
SP,351720,350020
SP,351720,354160
SP,351730,351700
SP,351730,350880
SP,351730,352710
SP,351730,352580
SP,351730,352900
SP,351740,351210
SP,351740,353190
SP,351740,350550
SP,351740,352970
SP,351740,352130
SP,351750,355560
SP,351750,350090
SP,351750,353400
SP,351750,354980
SP,351750,353390
SP,351750,351130
SP,351760,352120
SP,351760,350270
SP,351760,352240
SP,351760,351020
SP,351760,354300
SP,351760,354325
SP,351770,353360
SP,351770,352410
SP,351770,354950
SP,351770,352130
SP,351770,354940
SP,351780,353740
SP,351780,352600
SP,351780,350210
SP,351780,352160
SP,351780,353210
SP,351780,353320
SP,351780,353010
SP,351790,350550
SP,351790,351980
SP,351790,350090
SP,351790,353390
SP,351800,353475
SP,351800,355530
SP,351800,352070
SP,351800,352820
SP,351800,351550
SP,351800,351520
SP,351810,354010
SP,351810,353890
SP,351810,350880
SP,351810,352580
SP,351810,350140
SP,351820,350280
SP,351820,353460
SP,351820,355630
SP,351820,351650
SP,351820,354510
SP,351820,353770
SP,351820,350620
SP,351820,354440
SP,351830,350660
SP,351830,352440
SP,351830,354600
SP,351830,353060
SP,351830,354680
SP,351830,354500
SP,351840,354075
SP,351840,353800
SP,351840,352630
SP,351840,351360
SP,351840,350250
SP,351840,353850
SP,351840,350970
SP,351840,352720
SP,351850,355465
SP,351850,350690
SP,351850,354165
SP,351850,354050
SP,351850,355400
SP,351850,350220
SP,351850,352230
SP,351860,355370
SP,351860,351400
SP,351860,352430
SP,351860,354650
SP,351860,354090
SP,351860,353205
SP,351870,350635
SP,351870,354850
SP,351880,352310
SP,351880,350390
SP,351880,355030
SP,351880,352850
SP,351880,353240
SP,351880,354680
SP,351885,350560
SP,351885,354340
SP,351885,351310
SP,351885,351460
SP,351885,354090
SP,351885,352760
SP,351885,354370
SP,351885,353205
SP,351890,354805
SP,351890,355230
SP,351890,350420
SP,351890,353520
SP,351900,350335
SP,351900,354000
SP,351900,354200
SP,351900,355500
SP,351900,354180
SP,351905,353650
SP,351905,352470
SP,351905,350380
SP,351905,353080
SP,351905,354800
SP,351905,351280
SP,351907,350950
SP,351907,353180
SP,351907,355240
SP,351910,351960
SP,351910,354250
SP,351910,350340
SP,351910,350740
SP,351910,352200
SP,351920,353770
SP,351920,350335
SP,351920,350580
SP,351920,353600
SP,351920,355500
SP,351920,354380
SP,351920,354840
SP,351925,350055
SP,351925,350450
SP,351925,351140
SP,351925,350745
SP,351925,350070
SP,351930,354890
SP,351930,354290
SP,351930,350320
SP,351940,355560
SP,351940,351120
SP,351940,355600
SP,351940,354080
SP,351940,351492
SP,351940,351130
SP,351950,354540
SP,351950,354320
SP,351950,353970
SP,351950,350980
SP,351950,353530
SP,351960,352270
SP,351960,351910
SP,351960,350670
SP,351960,355270
SP,351960,350740
SP,351960,352200
SP,351960,353290
SP,351970,353780
SP,351970,352840
SP,351970,355350
SP,351970,352990
SP,351970,354995
SP,351970,351300
SP,351970,352620
SP,351970,355700
SP,351970,355060
SP,351970,350115
SP,351980,351790
SP,351980,353420
SP,351980,350090
SP,351980,353300
SP,351990,352880
SP,351990,352920
SP,351990,354220
SP,351990,353215
SP,352000,350360
SP,352000,350530
SP,352000,355010
SP,352000,352800
SP,352010,353700
SP,352010,350820
SP,352010,350300
SP,352010,354360
SP,352020,352550
SP,352020,353860
SP,352020,352440
SP,352020,354990
SP,352020,353240
SP,352020,354680
SP,352030,352042
SP,352030,354260
SP,352030,353760
SP,352030,352990
SP,352030,352610
SP,352030,353720
SP,352030,352330
SP,352030,353620
SP,352030,350990
SP,352042,352030
SP,352042,350990
SP,352044,354450
SP,352044,353740
SP,352044,352300
SP,352044,350210
SP,352044,355255
SP,352050,350950
SP,352050,351490
SP,352050,352390
SP,352050,354520
SP,352050,350840
SP,352050,353180
SP,352050,352400
SP,352060,352920
SP,352060,350890
SP,352060,354240
SP,352070,353000
SP,352070,352820
SP,352070,353475
SP,352070,351800
SP,352080,354510
SP,352080,352740
SP,352080,354470
SP,352080,353460
SP,352080,354085
SP,352090,353880
SP,352090,355720
SP,352090,354640
SP,352090,355460
SP,352090,350630
SP,352100,354060
SP,352100,355400
SP,352100,351030
SP,352100,350700
SP,352100,350290
SP,352100,355220
SP,352110,354390
SP,352110,351170
SP,352110,352360
SP,352110,353870
SP,352115,353030
SP,352115,353040
SP,352115,353400
SP,352115,354980
SP,352115,353300
SP,352120,350270
SP,352120,350540
SP,352120,352215
SP,352120,351760
SP,352120,354325
SP,352120,351480
SP,352130,352410
SP,352130,353190
SP,352130,354940
SP,352130,351740
SP,352130,352970
SP,352130,351770
SP,352140,354670
SP,352140,352690
SP,352140,351240
SP,352140,354390
SP,352140,353870
SP,352150,354480
SP,352150,353350
SP,352150,352950
SP,352150,355600
SP,352150,354080
SP,352160,351580
SP,352160,351780
SP,352160,352600
SP,352160,353490
SP,352160,353010
SP,352170,352280
SP,352170,352320
SP,352170,352240
SP,352170,352180
SP,352170,351260
SP,352170,354350
SP,352180,355380
SP,352180,350450
SP,352180,353580
SP,352180,355420
SP,352180,351140
SP,352180,353880
SP,352180,352240
SP,352180,351260
SP,352180,350310
SP,352180,352170
SP,352190,352270
SP,352190,352885
SP,352190,353350
SP,352190,351110
SP,352190,353810
SP,352190,354560
SP,352190,350740
SP,352200,351910
SP,352200,351960
SP,352200,350520
SP,352200,350670
SP,352200,350340
SP,352210,355100
SP,352210,353760
SP,352210,353110
SP,352210,352620
SP,352210,355030
SP,352210,353720
SP,352215,352120
SP,352215,350270
SP,352215,354280
SP,352220,351500
SP,352220,351300
SP,352220,355030
SP,352220,351510
SP,352220,354995
SP,352230,355400
SP,352230,351030
SP,352230,350075
SP,352230,351020
SP,352230,350220
SP,352230,350800
SP,352230,351850
SP,352230,355020
SP,352230,350945
SP,352230,355110
SP,352230,353790
SP,352240,353580
SP,352240,351020
SP,352240,353282
SP,352240,351760
SP,352240,350800
SP,352240,355385
SP,352240,352320
SP,352240,352180
SP,352240,354300
SP,352240,352170
SP,352250,355645
SP,352250,351300
SP,352250,354730
SP,352250,352500
SP,352250,355060
SP,352250,350275
SP,352250,350570
SP,352260,355160
SP,352260,350050
SP,352260,352700
SP,352260,350190
SP,352260,354800
SP,352260,353070
SP,352260,353080
SP,352260,351518
SP,352265,354280
SP,352265,350535
SP,352270,351960
SP,352270,355370
SP,352270,355270
SP,352270,352190
SP,352270,350740
SP,352270,354560
SP,352270,352930
SP,352270,351560
SP,352280,355300
SP,352280,352170
SP,352280,351260
SP,352280,354350
SP,352280,350500
SP,352280,351540
SP,352290,352530
SP,352290,353670
SP,352290,350520
SP,352290,350730
SP,352300,351100
SP,352300,350210
SP,352300,352044
SP,352310,355250
SP,352310,351880
SP,352310,355030
SP,352310,350390
SP,352310,353060
SP,352310,353980
SP,352320,352240
SP,352320,350715
SP,352320,354350
SP,352320,353282
SP,352320,352170
SP,352330,353760
SP,352330,352030
SP,352330,353720
SP,352340,355620
SP,352340,352590
SP,352340,352730
SP,352340,355670
SP,352340,350760
SP,352340,352520
SP,352340,353200
SP,352350,350750
SP,352350,350690
SP,352350,350450
SP,352350,353580
SP,352350,350220
SP,352350,353610
SP,352360,350200
SP,352360,354390
SP,352360,352110
SP,352360,350790
SP,352360,351270
SP,352360,354890
SP,352360,351170
SP,352360,355040
SP,352370,353630
SP,352380,355640
SP,352380,355080
SP,352380,351080
SP,352380,354970
SP,352390,352840
SP,352390,355220
SP,352390,355060
SP,352390,351490
SP,352390,354060
SP,352390,350840
SP,352390,354520
SP,352390,352050
SP,352390,350275
SP,352400,350950
SP,352400,355620
SP,352400,352590
SP,352400,352730
SP,352400,355670
SP,352400,352050
SP,352400,350840
SP,352410,354310
SP,352410,352970
SP,352410,354950
SP,352410,352130
SP,352410,351770
SP,352410,352540
SP,352410,350820
SP,352410,350300
SP,352420,351200
SP,352420,350550
SP,352420,353190
SP,352420,355440
SP,352430,355365
SP,352430,355370
SP,352430,353130
SP,352430,350560
SP,352430,355320
SP,352430,355170
SP,352430,353950
SP,352430,351860
SP,352430,354090
SP,352440,352020
SP,352440,351830
SP,352440,354600
SP,352440,352490
SP,352440,354990
SP,352440,354680
SP,352450,352570
SP,352450,353030
SP,352450,353250
SP,352450,353280
SP,352460,354260
SP,352460,350540
SP,352460,353620
SP,352460,350925
SP,352460,350990
SP,352460,351480
SP,352470,350950
SP,352470,353650
SP,352470,353710
SP,352470,354800
SP,352470,351905
SP,352480,353590
SP,352480,355580
SP,352480,354900
SP,352480,354025
SP,352480,351520
SP,352480,351420
SP,352480,351385
SP,352480,355695
SP,352490,350850
SP,352490,354600
SP,352490,352440
SP,352490,354230
SP,352490,354990
SP,352490,353560
SP,352500,351300
SP,352500,352250
SP,352500,351060
SP,352500,350570
SP,352510,355170
SP,352510,354020
SP,352510,350780
SP,352510,354340
SP,352510,350590
SP,352510,354490
SP,352520,350960
SP,352520,350410
SP,352520,352340
SP,352520,352590
SP,352520,350760
SP,352530,351410
SP,352530,350530
SP,352530,350520
SP,352530,350680
SP,352530,352800
SP,352530,353670
SP,352530,352290
SP,352530,351430
SP,352530,352980
SP,352540,352410
SP,352540,353700
SP,352540,351320
SP,352540,354310
SP,352540,350820
SP,352550,352020
SP,352550,355635
SP,352550,354990
SP,352550,353860
SP,352560,354220
SP,352560,354170
SP,352560,355500
SP,352560,353550
SP,352570,355715
SP,352570,352450
SP,352570,350510
SP,352570,353960
SP,352570,353250
SP,352570,353730
SP,352570,355535
SP,352570,352950
SP,352570,353270
SP,352570,353280
SP,352580,350880
SP,352580,352900
SP,352580,350140
SP,352580,351730
SP,352580,351810
SP,352585,351150
SP,352585,352640
SP,352585,355450
SP,352590,350960
SP,352590,353910
SP,352590,352730
SP,352590,350920
SP,352590,352520
SP,352590,352400
SP,352590,355650
SP,352590,350840
SP,352590,352340
SP,352590,351640
SP,352600,351440
SP,352600,351780
SP,352600,351580
SP,352600,353160
SP,352600,355510
SP,352600,353320
SP,352600,351512
SP,352600,352160
SP,352600,354323
SP,352610,354260
SP,352610,352030
SP,352610,355350
SP,352610,352990
SP,352610,355180
SP,352620,352210
SP,352620,355030
SP,352620,352990
SP,352620,351510
SP,352620,354995
SP,352620,351970
SP,352620,353720
SP,352630,354430
SP,352630,355410
SP,352630,355000
SP,352630,350250
SP,352630,351840
SP,352630,351360
SP,352640,352585
SP,352640,351160
SP,352640,353750
SP,352640,351150
SP,352640,351230
SP,352640,355450
SP,352640,353870
SP,352650,353740
SP,352650,350280
SP,352650,353490
SP,352650,355630
SP,352650,353010
SP,352650,351600
SP,352660,355200
SP,352660,351340
SP,352660,354190
SP,352670,350330
SP,352670,353930
SP,352670,351270
SP,352670,350030
SP,352670,353070
SP,352670,354390
SP,352670,354620
SP,352680,350360
SP,352680,352800
SP,352680,350450
SP,352680,354105
SP,352680,355010
SP,352680,350745
SP,352680,353670
SP,352680,350750
SP,352680,350070
SP,352690,350330
SP,352690,354580
SP,352690,351240
SP,352690,350380
SP,352690,351280
SP,352690,353870
SP,352690,352140
SP,352690,351515
SP,352690,350160
SP,352700,352260
SP,352700,355160
SP,352700,355210
SP,352700,350050
SP,352710,351700
SP,352710,350880
SP,352710,354460
SP,352710,351720
SP,352710,351730
SP,352720,350995
SP,352720,355200
SP,352720,350860
SP,352720,351840
SP,352720,351360
SP,352720,353850
SP,352725,355520
SP,352725,353330
SP,352725,354805
SP,352725,350810
SP,352730,352590
SP,352730,355670
SP,352730,352340
SP,352730,352400
SP,352740,352890
SP,352740,354085
SP,352740,354470
SP,352740,355630
SP,352740,352080
SP,352740,354510
SP,352740,350620
SP,352740,350010
SP,352740,354440
SP,352750,351565
SP,352750,351660
SP,352750,350830
SP,352750,354640
SP,352750,351450
SP,352750,355550
SP,352760,354750
SP,352760,354890
SP,352760,355090
SP,352760,351885
SP,352760,351370
SP,352760,354370
SP,352760,351310
SP,352770,350110
SP,352770,351700
SP,352770,350335
SP,352770,350770
SP,352770,354840
SP,352770,351190
SP,352770,354180
SP,352780,355660
SP,352780,351670
SP,352780,353370
SP,352780,350150
SP,352780,355050
SP,352790,353550
SP,352790,353450
SP,352790,350720
SP,352790,350400
SP,352790,354200
SP,352790,351470
SP,352790,354000
SP,352800,350360
SP,352800,350530
SP,352800,352680
SP,352800,352530
SP,352800,352000
SP,352800,353670
SP,352810,353260
SP,352810,355570
SP,352810,353140
SP,352810,355520
SP,352810,353100
SP,352810,353960
SP,352810,353990
SP,352820,353690
SP,352820,351070
SP,352820,352070
SP,352820,353000
SP,352820,351800
SP,352820,351550
SP,352830,355710
SP,352830,355610
SP,352830,352960
SP,352830,353286
SP,352830,351690
SP,352830,351590
SP,352830,351680
SP,352830,354925
SP,352840,352390
SP,352840,355220
SP,352840,355060
SP,352840,350115
SP,352840,351970
SP,352850,350410
SP,352850,351880
SP,352850,355030
SP,352850,351640
SP,352850,353240
SP,352850,350900
SP,352860,350055
SP,352860,351140
SP,352860,353880
SP,352860,353380
SP,352870,350910
SP,352870,353830
SP,352870,353020
SP,352870,354150
SP,352870,354130
SP,352870,354770
SP,352870,355430
SP,352880,353550
SP,352880,350400
SP,352880,351990
SP,352880,355395
SP,352880,353715
SP,352880,354220
SP,352880,351330
SP,352885,352190
SP,352885,353350
SP,352885,351110
SP,352885,355600
SP,352885,351492
SP,352890,352920
SP,352890,350010
SP,352890,352740
SP,352890,350890
SP,352890,354140
SP,352890,354085
SP,352890,351600
SP,352900,355660
SP,352900,351700
SP,352900,353370
SP,352900,350140
SP,352900,353410
SP,352900,351730
SP,352900,350980
SP,352900,354000
SP,352900,351470
SP,352900,352580
SP,352910,350260
SP,352910,355230
SP,352910,353520
SP,352920,355290
SP,352920,351990
SP,352920,352890
SP,352920,354240
SP,352920,353600
SP,352920,354085
SP,352920,354470
SP,352920,350890
SP,352920,354220
SP,352920,353215
SP,352920,352060
SP,352930,355370
SP,352930,355270
SP,352930,352270
SP,352930,351400
SP,352930,350320
SP,352930,351685
SP,352930,353290
SP,352930,353205
SP,352940,354780
SP,352940,355250
SP,352940,354330
SP,352940,351570
SP,352940,355030
SP,352950,354480
SP,352950,355535
SP,352950,350020
SP,352950,352570
SP,352950,354080
SP,352950,353280
SP,352950,352150
SP,352960,353690
SP,352960,352830
SP,352960,354925
SP,352960,355610
SP,352960,351550
SP,352965,354040
SP,352965,353590
SP,352965,354570
SP,352970,352410
SP,352970,351740
SP,352970,352130
SP,352970,350300
SP,352980,351410
SP,352980,350530
SP,352980,355010
SP,352980,352530
SP,352990,352030
SP,352990,355350
SP,352990,352620
SP,352990,353720
SP,352990,351970
SP,352990,352610
SP,353000,351070
SP,353000,352820
SP,353000,352070
SP,353010,353740
SP,353010,351780
SP,353010,350280
SP,353010,350210
SP,353010,352160
SP,353010,353490
SP,353010,352650
SP,353020,354120
SP,353020,352870
SP,353020,354770
SP,353020,354550
SP,353020,355430
SP,353030,350460
SP,353030,353040
SP,353030,352450
SP,353030,350480
SP,353030,353250
SP,353030,354980
SP,353030,353280
SP,353030,352115
SP,353040,353030
SP,353040,350480
SP,353040,353300
SP,353040,353500
SP,353040,355340
SP,353040,352115
SP,353050,355360
SP,353050,351090
SP,353050,355330
SP,353050,351080
SP,353050,350940
SP,353050,354970
SP,353060,354780
SP,353060,355250
SP,353060,354850
SP,353060,354680
SP,353060,352310
SP,353060,350660
SP,353060,350390
SP,353060,351830
SP,353060,350635
SP,353070,350330
SP,353070,355730
SP,353070,350030
SP,353070,353080
SP,353070,352670
SP,353070,353930
SP,353070,352260
SP,353070,351220
SP,353070,351518
SP,353080,351515
SP,353080,353070
SP,353080,350380
SP,353080,352260
SP,353080,354800
SP,353080,351220
SP,353080,351905
SP,353090,351040
SP,353090,354400
SP,353090,355450
SP,353090,354210
SP,353100,353260
SP,353100,355520
SP,353100,351680
SP,353100,353330
SP,353100,352810
SP,353110,354100
SP,353110,355100
SP,353110,352210
SP,353120,355160
SP,353120,355210
SP,353120,355495
SP,353120,350190
SP,353120,353820
SP,353130,355370
SP,353130,352430
SP,353130,355320
SP,353130,355690
SP,353130,351560
SP,353130,351010
SP,353130,350370
SP,353130,355310
SP,353140,353260
SP,353140,355570
SP,353140,350480
SP,353140,352810
SP,353140,355130
SP,353140,353250
SP,353140,353990
SP,353140,355340
SP,353140,353270
SP,353150,353570
SP,353150,351200
SP,353150,350610
SP,353150,353900
SP,353150,350930
SP,353150,355190
SP,353160,354930
SP,353160,352600
SP,353160,355510
SP,353160,353310
SP,353160,353320
SP,353170,355480
SP,353170,350850
SP,353170,355410
SP,353170,353800
SP,353170,354990
SP,353170,354820
SP,353180,350950
SP,353180,354580
SP,353180,355240
SP,353180,351907
SP,353180,352050
SP,353180,351040
SP,353180,351490
SP,353190,355680
SP,353190,354020
SP,353190,351740
SP,353190,352130
SP,353190,354940
SP,353190,354490
SP,353190,353950
SP,353190,355440
SP,353190,350550
SP,353190,352420
SP,353190,353430
SP,353200,350950
SP,353200,353710
SP,353200,355495
SP,353200,355620
SP,353200,352340
SP,353200,350190
SP,353200,350760
SP,353205,351400
SP,353205,350320
SP,353205,352930
SP,353205,351860
SP,353205,354370
SP,353205,351885
SP,353205,354090
SP,353210,351780
SP,353210,350210
SP,353210,353320
SP,353215,354220
SP,353215,352920
SP,353215,355290
SP,353215,351990
SP,353220,350240
SP,353220,353920
SP,353220,355290
SP,353230,355540
SP,353230,355000
SP,353230,354230
SP,353230,351050
SP,353230,353560
SP,353240,350710
SP,353240,350410
SP,353240,351880
SP,353240,353860
SP,353240,352020
SP,353240,352850
SP,353240,354680
SP,353250,352570
SP,353250,353030
SP,353250,352450
SP,353250,350480
SP,353250,353140
SP,353250,353270
SP,353260,353140
SP,353260,355130
SP,353260,351680
SP,353260,351590
SP,353260,353100
SP,353260,352810
SP,353260,355710
SP,353270,352570
SP,353270,355570
SP,353270,353140
SP,353270,353960
SP,353270,353250
SP,353280,353030
SP,353280,350460
SP,353280,352450
SP,353280,352950
SP,353280,352570
SP,353280,354080
SP,353282,350270
SP,353282,352240
SP,353282,352320
SP,353282,350715
SP,353282,354300
SP,353284,355490
SP,353284,350260
SP,353284,354660
SP,353284,353520
SP,353286,351680
SP,353286,352830
SP,353286,351690
SP,353286,353330
SP,353286,354805
SP,353290,351960
SP,353290,350670
SP,353290,355270
SP,353290,352930
SP,353290,351685
SP,353300,351980
SP,353300,353040
SP,353300,350090
SP,353300,353400
SP,353300,353420
SP,353300,353500
SP,353300,352115
SP,353310,355510
SP,353310,354710
SP,353310,354930
SP,353310,353160
SP,353320,354930
SP,353320,351780
SP,353320,353160
SP,353320,351100
SP,353320,352600
SP,353320,350210
SP,353320,353210
SP,353325,355260
SP,353325,351110
SP,353325,351495
SP,353330,355520
SP,353330,353286
SP,353330,351680
SP,353330,353100
SP,353330,354805
SP,353330,352725
SP,353340,354580
SP,353340,350160
SP,353340,353650
SP,353340,355240
SP,353350,353890
SP,353350,354480
SP,353350,352190
SP,353350,350740
SP,353350,352150
SP,353350,352885
SP,353350,355590
SP,353350,350880
SP,353350,354010
SP,353350,355600
SP,353350,354460
SP,353360,354940
SP,353360,354490
SP,353360,354950
SP,353360,350590
SP,353360,353430
SP,353360,351770
SP,353370,355660
SP,353370,351670
SP,353370,352780
SP,353370,352900
SP,353370,350980
SP,353370,355050
SP,353380,352860
SP,353380,350055
SP,353380,353880
SP,353380,354640
SP,353380,350630
SP,353390,355260
SP,353390,355560
SP,353390,351750
SP,353390,350090
SP,353390,351790
SP,353390,355190
SP,353390,350550
SP,353390,350930
SP,353400,351750
SP,353400,350090
SP,353400,354980
SP,353400,353300
SP,353400,352115
SP,353410,352900
SP,353410,354000
SP,353410,353450
SP,353410,351470
SP,353420,353660
SP,353420,351980
SP,353420,353500
SP,353420,353300
SP,353430,353360
SP,353430,353190
SP,353430,354940
SP,353430,354490
SP,353440,351300
SP,353440,355280
SP,353440,351060
SP,353440,355030
SP,353440,350570
SP,353450,353410
SP,353450,354000
SP,353450,351470
SP,353450,352790
SP,353460,354510
SP,353460,353770
SP,353460,354470
SP,353460,353600
SP,353460,354380
SP,353460,352080
SP,353460,351820
SP,353470,354640
SP,353470,354540
SP,353470,351015
SP,353470,355050
SP,353475,355530
SP,353475,354040
SP,353475,351800
SP,353475,352070
SP,353480,351440
SP,353480,353540
SP,353480,354150
SP,353480,355510
SP,353480,354710
SP,353490,351580
SP,353490,352160
SP,353490,352650
SP,353490,353010
SP,353490,351600
SP,353500,354420
SP,353500,353660
SP,353500,353040
SP,353500,350180
SP,353500,351290
SP,353500,353420
SP,353500,354030
SP,353500,355340
SP,353500,353300
SP,353510,353570
SP,353510,351110
SP,353510,350370
SP,353510,353900
SP,353510,353810
SP,353520,354720
SP,353520,354765
SP,353520,351890
SP,353520,350420
SP,353520,355490
SP,353520,355230
SP,353520,354900
SP,353520,350260
SP,353520,351385
SP,353520,352910
SP,353520,353284
SP,353530,351950
SP,353530,353970
SP,353530,351000
SP,353540,350910
SP,353540,354150
SP,353540,353480
SP,353540,354130
SP,353540,354710
SP,353540,353640
SP,353550,352880
SP,353550,350720
SP,353550,350400
SP,353550,352790
SP,353550,354220
SP,353550,354170
SP,353550,352560
SP,353560,353230
SP,353560,354600
SP,353560,352490
SP,353560,354230
SP,353560,351050
SP,353560,354500
SP,353570,353150
SP,353570,353510
SP,353570,351110
SP,353570,351495
SP,353570,353900
SP,353570,350930
SP,353580,350450
SP,353580,352240
SP,353580,352180
SP,353580,352350
SP,353580,350220
SP,353580,350800
SP,353590,355530
SP,353590,354040
SP,353590,352480
SP,353590,355580
SP,353590,354570
SP,353590,351420
SP,353590,352965
SP,353600,352920
SP,353600,350580
SP,353600,354470
SP,353600,354220
SP,353600,353460
SP,353600,354380
SP,353600,351920
SP,353610,352350
SP,353610,350750
SP,353610,350690
SP,353620,354260
SP,353620,352030
SP,353620,350990
SP,353620,352460
SP,353625,353690
SP,353625,351070
SP,353625,350120
SP,353625,355710
SP,353625,355610
SP,353630,351620
SP,353630,350590
SP,353630,352370
SP,353630,350100
SP,353640,354930
SP,353640,354710
SP,353640,353540
SP,353640,351100
SP,353650,350950
SP,353650,353340
SP,353650,355240
SP,353650,352470
SP,353650,350160
SP,353650,351905
SP,353650,351280
SP,353657,351519
SP,353657,350830
SP,353657,354640
SP,353657,350070
SP,353657,353940
SP,353660,354420
SP,353660,353420
SP,353660,353500
SP,353670,352530
SP,353670,352680
SP,353670,350520
SP,353670,352800
SP,353670,350730
SP,353670,352290
SP,353670,350340
SP,353670,350600
SP,353670,350070
SP,353680,355635
SP,353680,355210
SP,353680,350760
SP,353680,353820
SP,353690,353625
SP,353690,350120
SP,353690,351070
SP,353690,352820
SP,353690,355610
SP,353690,351550
SP,353690,352960
SP,353700,354360
SP,353700,351320
SP,353700,352010
SP,353700,350820
SP,353700,352540
SP,353710,350950
SP,353710,352470
SP,353710,350190
SP,353710,354800
SP,353710,353200
SP,353715,352880
SP,353715,351610
SP,353715,351330
SP,353720,353760
SP,353720,352030
SP,353720,352330
SP,353720,352210
SP,353720,352620
SP,353720,352990
SP,353730,350110
SP,353730,355715
SP,353730,350510
SP,353730,350440
SP,353730,354160
SP,353730,350770
SP,353730,352570
SP,353730,351710
SP,353740,351780
SP,353740,350280
SP,353740,352650
SP,353740,354805
SP,353740,350210
SP,353740,355255
SP,353740,355230
SP,353740,352044
SP,353740,353010
SP,353750,354165
SP,353750,351160
SP,353750,352640
SP,353750,354050
SP,353750,351230
SP,353760,352330
SP,353760,352210
SP,353760,352030
SP,353760,353720
SP,353770,351820
SP,353770,354840
SP,353770,351190
SP,353770,353460
SP,353770,354380
SP,353770,351920
SP,353770,351650
SP,353780,355350
SP,353780,354530
SP,353780,353790
SP,353780,355700
SP,353780,351970
SP,353790,353780
SP,353790,355350
SP,353790,355110
SP,353790,354530
SP,353790,352230
SP,353790,355020
SP,353800,355480
SP,353800,354075
SP,353800,355410
SP,353800,353170
SP,353800,354820
SP,353800,354430
SP,353800,350970
SP,353800,351840
SP,353810,352190
SP,353810,353510
SP,353810,351110
SP,353810,350370
SP,353810,354560
SP,353820,355495
SP,353820,353680
SP,353820,355210
SP,353820,350760
SP,353820,353120
SP,353830,351440
SP,353830,352870
SP,353830,354150
SP,353830,354323
SP,353830,354770
SP,353850,351340
SP,353850,350860
SP,353850,351840
SP,353850,352720
SP,353860,350710
SP,353860,352550
SP,353860,350410
SP,353860,352020
SP,353860,355635
SP,353860,350760
SP,353860,353240
SP,353870,354580
SP,353870,352640
SP,353870,354390
SP,353870,351230
SP,353870,352110
SP,353870,354700
SP,353870,352690
SP,353870,351170
SP,353870,350230
SP,353870,354400
SP,353870,352140
SP,353870,354515
SP,353870,355040
SP,353870,355450
SP,353880,352860
SP,353880,353380
SP,353880,355120
SP,353880,355420
SP,353880,351140
SP,353880,355460
SP,353880,350630
SP,353880,352180
SP,353880,352090
SP,353880,351540
SP,353890,353350
SP,353890,350430
SP,353890,350140
SP,353890,350740
SP,353890,351810
SP,353890,355590
SP,353890,354250
SP,353890,351670
SP,353890,354010
SP,353890,354110
SP,353890,350470
SP,353900,353150
SP,353900,353570
SP,353900,350370
SP,353900,353510
SP,353900,355310
SP,353900,355690
SP,353900,350610
SP,353910,350275
SP,353910,352590
SP,353910,354730
SP,353910,350920
SP,353910,350840
SP,353920,351530
SP,353920,350130
SP,353920,354550
SP,353920,354140
SP,353920,355390
SP,353920,353220
SP,353920,350240
SP,353930,354070
SP,353930,350030
SP,353930,350200
SP,353930,352670
SP,353930,354630
SP,353930,354620
SP,353930,351370
SP,353930,353070
SP,353940,350070
SP,353940,353657
SP,353940,350600
SP,353940,350430
SP,353940,350830
SP,353940,351450
SP,353950,355365
SP,353950,355680
SP,353950,353190
SP,353950,354020
SP,353950,352430
SP,353950,350610
SP,353950,355170
SP,353960,355570
SP,353960,355520
SP,353960,355715
SP,353960,350810
SP,353960,352570
SP,353960,352810
SP,353960,353270
SP,353970,351950
SP,353970,350400
SP,353970,351470
SP,353970,350980
SP,353970,351000
SP,353970,353530
SP,353980,355250
SP,353980,351570
SP,353980,352310
SP,353980,355030
SP,353990,353140
SP,353990,352810
SP,354000,351700
SP,354000,353450
SP,354000,351900
SP,354000,354200
SP,354000,353410
SP,354000,351470
SP,354000,352790
SP,354000,352900
SP,354000,354180
SP,354010,355590
SP,354010,353890
SP,354010,350880
SP,354010,353350
SP,354010,351810
SP,354020,353950
SP,354020,353190
SP,354020,355170
SP,354020,352510
SP,354020,354490
SP,354025,352480
SP,354025,351690
SP,354025,354925
SP,354025,351520
SP,354025,351385
SP,354025,350420
SP,354025,354920
SP,354030,354420
SP,354030,350180
SP,354030,351070
SP,354030,350120
SP,354030,353500
SP,354040,353475
SP,354040,353590
SP,354040,352965
SP,354040,355530
SP,354050,355465
SP,354050,354165
SP,354050,350690
SP,354050,351230
SP,354050,351850
SP,354050,353750
SP,354060,350700
SP,354060,354210
SP,354060,355220
SP,354060,351490
SP,354060,352390
SP,354060,352100
