cod_mun6,municipio,incidencia,lisa_I,lisa_p,classe_lisa
350780,BRODOWSKI,12.988178847222729,0.043622477042120016,0.457,Não significativo
350790,BROTAS,10.27094369050223,-0.009239116287393956,0.315,Não significativo
350800,BURI,19.51339298438709,0.03360403220109263,0.451,Não significativo
350810,BURITAMA,22.458728783106807,0.04783545797831078,0.08,Não significativo
350820,BURITIZAL,2.036120782684829,0.18151811240582927,0.006,Baixo-Baixo
350830,CABRALIA PAULISTA,8.524099523597549,0.1174342326173347,0.075,Não significativo
350840,CABREUVA,25.742558512139755,0.00436148141633544,0.348,Não significativo
350850,CACAPAVA,30.58833634762857,0.014081537370518144,0.143,Não significativo
350860,CACHOEIRA PAULISTA,26.56398946848501,0.01627030766274947,0.477,Não significativo
350870,CACONDE,12.49684686039865,0.12490268830051783,0.026,Baixo-Baixo
350880,CAFELANDIA,15.1650334768114,0.05993541374045377,0.325,Não significativo
350890,CAIABU,5.279552293965472,-0.028470957095670973,0.245,Não significativo
350900,CAIEIRAS,31.12897290722509,-0.011632912385775941,0.14,Não significativo
350910,CAIUA,146.56200317965025,1.7564640524546469,0.043,Alto-Alto
350920,CAJAMAR,29.37900135877881,-0.015719607575455267,0.149,Não significativo
350925,CAJATI,41.18885892306416,-0.010935472832580761,0.323,Não significativo
350930,CAJOBI,8.390928964161901,0.12661441022450365,0.033,Baixo-Baixo
350940,CAJURU,11.021712774165106,0.1274333142615103,0.001,Baixo-Baixo
350945,CAMPINA DO MONTE ALEGRE,16.24515414436035,0.03014664001017797,0.374,Não significativo
350950,CAMPINAS,44.60678217064993,-0.02538828369838935,0.384,Não significativo
350960,CAMPO LIMPO PAULISTA,28.984159107718973,-0.006522875973966415,0.235,Não significativo
350970,CAMPOS DO JORDAO,308.92128582008417,-1.0522745057300438,0.256,Não significativo
350980,CAMPOS NOVOS PAULISTA,19.02311761721864,0.04712149441802096,0.322,Não significativo
350990,CANANEIA,71.96637948007685,0.17410556420258846,0.142,Não significativo
350995,CANAS,11.27766552323669,0.015340537806509602,0.277,Não significativo
351000,CANDIDO MOTA,20.228526155203365,-0.15488296118544467,0.054,Não significativo
351010,CANDIDO RODRIGUES,9.127279918462966,0.09021129505650356,0.313,Não significativo
351015,CANITAR,32.58110981548803,0.002890008556592944,0.413,Não significativo
351020,CAPAO BONITO,28.014574762100587,0.011466385685095863,0.466,Não significativo
351030,CAPELA DO ALTO,87.46789328917019,-0.02690043809850512,0.325,Não significativo
351040,CAPIVARI,28.41156681947325,0.011355776411084198,0.49,Não significativo
351050,CARAGUATATUBA,80.16590389455094,0.009435131616505632,0.291,Não significativo
351060,CARAPICUIBA,53.84282871366421,0.023180795455705675,0.223,Não significativo
351070,CARDOSO,17.580998170141008,0.0010439496964289809,0.296,Não significativo
351080,CASA BRANCA,70.86876771719193,-0.13804447740362302,0.189,Não significativo
351090,CASSIA DOS COQUEIROS,3.0421489740352587,0.14734117703228494,0.121,Não significativo
351100,CASTILHO,25.51190440620468,-0.008314713944480693,0.235,Não significativo
351110,CATANDUVA,21.543354060035377,0.07707267602230908,0.001,Baixo-Baixo
351120,CATIGUA,8.356612468065803,0.12082778398360249,0.069,Não significativo
351130,CEDRAL,10.732876589807343,0.08168899948692196,0.235,Não significativo
351140,CERQUEIRA CESAR,82.10884384431802,0.042923195772771365,0.278,Não significativo
351150,CERQUILHO,13.611945590204463,0.056093252883655735,0.387,Não significativo
351160,CESARIO LANGE,15.364602005592715,0.05322662399693653,0.405,Não significativo
351170,CHARQUEADA,15.415489483833356,-0.1227060746427082,0.113,Não significativo
351190,CLEMENTINA,6.825133865693775,0.12753717066514375,0.026,Baixo-Baixo
351200,COLINA,20.53635288535758,0.047754571126764775,0.232,Não significativo
351210,COLOMBIA,12.061109622085231,0.04873339940397008,0.362,Não significativo
351220,CONCHAL,34.71756854297632,-0.0016110544732955098,0.429,Não significativo
351230,CONCHAS,35.39521552492701,-0.0021517128639439833,0.437,Não significativo
351240,CORDEIROPOLIS,11.361557496220838,0.04881706824428364,0.44,Não significativo
351250,COROADOS,17.01507049100632,0.07367361647273281,0.092,Não significativo
351260,CORONEL MACEDO,21.47784774783289,0.013882162892799336,0.379,Não significativo
351270,CORUMBATAI,7.333375238334694,-0.07099338407678471,0.201,Não significativo
351280,COSMOPOLIS,24.306902347573928,0.02851135643447435,0.399,Não significativo
351290,COSMORAMA,14.459689598663282,0.08917835415227011,0.075,Não significativo
351300,COTIA,32.83348977487805,-0.0020508466297234473,0.219,Não significativo
351310,CRAVINHOS,12.88761473922306,-0.058944381078568565,0.185,Não significativo
351320,CRISTAIS PAULISTA,4.691458418040221,0.17840991580070636,0.001,Baixo-Baixo
351330,CRUZALIA,10.97775175644028,-0.2944337174898349,0.063,Não significativo
351340,CRUZEIRO,52.931566966960695,-0.08156705688615194,0.176,Não significativo
351350,CUBATAO,111.949368799591,0.8061898899720578,0.059,Não significativo
351360,CUNHA,13.137497044063164,0.03070955878215402,0.427,Não significativo
351370,DESCALVADO,15.8848964250906,0.06621761987036451,0.211,Não significativo
351380,DIADEMA,45.89295010675241,0.04561967755868068,0.13,Não significativo
351385,DIRCE REIS,10.081153283935684,0.08131708769207595,0.313,Não significativo
351390,DIVINOLANDIA,6.241051433606226,0.1303065652072357,0.157,Não significativo
351400,DOBRADA,9.305547657328376,0.1064075640252314,0.129,Não significativo
351410,DOIS CORREGOS,10.989124201142182,0.08907436418166019,0.124,Não significativo
351420,DOLCINOPOLIS,11.637604980894931,0.07747364369236891,0.3,Não significativo
351430,DOURADO,6.424670735624799,0.08577550889430943,0.275,Não significativo
351440,DRACENA,65.28781603174345,0.2197949002980926,0.082,Não significativo
351450,DUARTINA,20.271502996803857,0.03697256864967243,0.399,Não significativo
351460,DUMONT,9.079719941082706,0.07403156999489274,0.38,Não significativo
351470,ECHAPORA,12.413108242303872,0.06328574785650706,0.311,Não significativo
351480,ELDORADO,36.34359593070885,-0.0011802681028440585,0.367,Não significativo
351490,ELIAS FAUSTO,15.776705306662942,0.02146404381198296,0.382,Não significativo
351492,ELISIARIO,5.511387905259242,0.15386689817112464,0.016,Baixo-Baixo
351495,EMBAUBA,5.209418628881017,0.15950264459457264,0.011,Baixo-Baixo
351500,EMBU DAS ARTES,46.02512436492413,0.04374240327991018,0.167,Não significativo
351510,EMBU-GUACU,43.61495505419586,0.025365705169431655,0.182,Não significativo
351512,EMILIANOPOLIS,15.294346653318874,-0.1779848334977846,0.075,Não significativo
351515,ENGENHEIRO COELHO,21.448506582337416,0.021673817274859314,0.39,Não significativo
351518,ESPIRITO SANTO DO PINHAL,25.134321068056007,0.03186518891043545,0.204,Não significativo
351519,ESPIRITO SANTO DO TURVO,31.44462702614976,0.009834850580519368,0.298,Não significativo
351520,ESTRELA DOESTE,15.911973036438416,0.061163814985165044,0.238,Não significativo
351530,ESTRELA DO NORTE,4.712091226086137,0.11346833372969745,0.273,Não significativo
351535,EUCLIDES DA CUNHA PAULISTA,16.02468717521393,0.04606511498101035,0.438,Não significativo
351540,FARTURA,25.667419048400284,0.022875055898243322,0.366,Não significativo
351550,FERNANDOPOLIS,24.678196938275068,0.0434777455396027,0.028,Baixo-Baixo
351560,FERNANDO PRESTES,8.824178248400617,0.11886416264304923,0.035,Baixo-Baixo
351565,FERNAO,18.54501139193557,0.030700401091320762,0.376,Não significativo
351570,FERRAZ DE VASCONCELOS,47.77895035043286,0.026995495936491923,0.197,Não significativo
351580,FLORA RICA,16.828945786753216,-0.3956380826544257,0.015,Baixo-Alto
351590,FLOREAL,19.784909766679387,0.03909216962676717,0.434,Não significativo
351600,FLORIDA PAULISTA,169.12225549398622,4.1823499544994105,0.002,Alto-Alto
351610,FLORINEA,317.5256141613853,-1.3298753562934105,0.094,Não significativo
351620,FRANCA,20.7606119577795,0.08864440314525637,0.001,Baixo-Baixo
351630,FRANCISCO MORATO,40.02209974531391,0.017842547303829743,0.186,Não significativo
351640,FRANCO DA ROCHA,84.28748662291294,-0.03659037826177173,0.379,Não significativo
351650,GABRIEL MONTEIRO,13.717002987258429,0.0913305546661152,0.083,Não significativo
351660,GALIA,41.40811599073418,-0.032916141258226166,0.051,Não significativo
351670,GARCA,26.0723215067467,-0.09032875003220359,0.041,Baixo-Alto
351680,GASTAO VIDIGAL,14.51508452245372,0.07132902201957264,0.179,Não significativo
351685,GAVIAO PEIXOTO,15.850520270018276,0.05850806787921588,0.371,Não significativo
351690,GENERAL SALGADO,12.996679939033756,0.07162674494712928,0.244,Não significativo
351700,GETULINA,199.04995281485185,-0.3808788830449556,0.407,Não significativo
351710,GLICERIO,10.444260878647183,0.0803048927211989,0.281,Não significativo
351720,GUAICARA,14.539910088339775,-0.11244290413056493,0.108,Não significativo
351730,GUAIMBE,29.21032200536548,-0.02981233928026256,0.098,Não significativo
351740,GUAIRA,15.733967419607184,0.06794563815372096,0.234,Não significativo
351750,GUAPIACU,15.543726304265064,0.05572200718153138,0.361,Não significativo
351760,GUAPIARA,14.816632596128692,0.06908702819637814,0.23,Não significativo
351770,GUARA,20.78511439390823,0.0710084871434846,0.019,Baixo-Baixo
351780,GUARACAI,12.246147566078172,-0.35833502910408327,0.044,Baixo-Alto
351790,GUARACI,25.24402558061259,0.01040138654619709,0.339,Não significativo
351800,GUARANI DOESTE,4.213187276174426,0.1081982184442013,0.224,Não significativo
351810,GUARANTA,13.664669022195328,-0.3943514787357102,0.029,Baixo-Alto
351820,GUARARAPES,18.868543676576756,-0.014990341488821494,0.258,Não significativo
351830,GUARAREMA,13.56768424298489,0.03156366634673326,0.447,Não significativo
351840,GUARATINGUETA,30.665824801825337,-0.04437085199662039,0.048,Baixo-Alto
351850,GUAREI,162.56009615384616,-0.4172501114316958,0.279,Não significativo
351860,GUARIBA,16.822876288332335,0.08184519444563629,0.05,Baixo-Baixo
351870,GUARUJA,123.19238805178496,1.3180558567953455,0.055,Não significativo
351880,GUARULHOS,42.43366358030599,0.005096271760038243,0.298,Não significativo
351885,GUATAPARA,4.771305369507781,0.11975030416140416,0.101,Não significativo
351890,GUZOLANDIA,23.22082071668741,0.05669170904039949,0.048,Baixo-Baixo
351900,HERCULANDIA,8.596891746028714,0.10208081568950628,0.182,Não significativo
351905,HOLAMBRA,7.768690763732927,0.0692214688913742,0.457,Não significativo
351907,HORTOLANDIA,43.03785379586397,-0.004139672686391205,0.273,Não significativo
351910,IACANGA,11.857824682062075,-0.15211064643996056,0.113,Não significativo
351920,IACRI,6.521880910454576,0.10121826426305353,0.2,Não significativo
351925,IARAS,121.36165105191212,0.033340281356602185,0.279,Não significativo
351930,IBATE,13.534426659812867,0.06473313757434818,0.444,Não significativo
351940,IBIRA,13.365461356632514,0.11633446391383778,0.005,Baixo-Baixo
351950,IBIRAREMA,27.29789806184924,0.010171739476209724,0.394,Não significativo
351960,IBITINGA,32.846480602966444,0.004344011366559926,0.159,Não significativo
351970,IBIUNA,21.07112318981881,0.014204185869949197,0.45,Não significativo
351980,ICEM,37.39444441343744,-0.011371700188069225,0.357,Não significativo
351990,IEPE,27.55003085603456,-0.02069542609887243,0.169,Não significativo
352000,IGARACU DO TIETE,37.256482988005935,-0.010377788632482806,0.417,Não significativo
352010,IGARAPAVA,16.833664858720766,0.12440855340299656,0.001,Baixo-Baixo
352020,IGARATA,12.01634222542658,0.043006402625825835,0.468,Não significativo
352030,IGUAPE,64.99969531392821,0.23772929634491274,0.091,Não significativo
352040,ILHABELA,40.876004213372745,0.0,1.0,Não significativo
352042,ILHA COMPRIDA,56.6087632018247,0.18187037679819595,0.104,Não significativo
352044,ILHA SOLTEIRA,14.787983517213876,0.052799965595633824,0.451,Não significativo
352050,INDAIATUBA,23.17404301015158,0.018768970674320665,0.449,Não significativo
352060,INDIANA,10.95474846212185,-0.056128095641326224,0.173,Não significativo
352070,INDIAPORA,21.967676133689,0.05972547684253712,0.062,Não significativo
352080,INUBIA PAULISTA,11.675832194939694,-0.5010728179824138,0.021,Baixo-Alto
352090,IPAUSSU,22.25058485044208,0.008053794245742003,0.336,Não significativo
352100,IPERO,88.48761815594659,0.0608113433919116,0.259,Não significativo
352110,IPEUNA,18.122381838585337,-0.10847942497809458,0.104,Não significativo
352115,IPIGUA,15.641979780682975,0.0574983432027364,0.38,Não significativo
352120,IPORANGA,23.4721121966963,0.039124494786468976,0.218,Não significativo
352130,IPUA,14.762504443815113,0.0765818975579842,0.154,Não significativo
352140,IRACEMAPOLIS,16.99431424794914,0.028595801472000647,0.431,Não significativo
352150,IRAPUA,12.470086637411448,0.11294293068861488,0.02,Baixo-Baixo
352160,IRAPURU,242.38034211845988,4.984522271428405,0.033,Alto-Alto
352170,ITABERA,13.800812867877918,0.014846645085060834,0.36,Não significativo
352180,ITAI,38.70711269349197,-0.0034692612885597837,0.385,Não significativo
352190,ITAJOBI,6.236036700431642,0.1402170043871014,0.011,Baixo-Baixo
352200,ITAJU,17.877893984088676,0.04968929046394492,0.382,Não significativo
352210,ITANHAEM,93.7733091737753,0.8339687566799271,0.043,Alto-Alto
352215,ITAOCA,15.1511325471579,0.046641604613525775,0.44,Não significativo
352220,ITAPECERICA DA SERRA,52.48221220962563,0.037142304801506466,0.222,Não significativo
352230,ITAPETININGA,41.85745379822821,0.006410714425599853,0.293,Não significativo
352240,ITAPEVA,29.556008874405496,0.013914735499116551,0.242,Não significativo
352250,ITAPEVI,59.01895928139231,-0.005353216595663842,0.342,Não significativo
352260,ITAPIRA,31.80890467911407,0.006869122822799442,0.287,Não significativo
352265,ITAPIRAPUA PAULISTA,13.618412093149937,0.0642862229249846,0.474,Não significativo
352270,ITAPOLIS,15.831819635467076,0.07364889623573669,0.097,Não significativo
352280,ITAPORANGA,26.987733639774696,0.01739212918366775,0.462,Não significativo
352290,ITAPUI,19.54487401980772,0.059748449161932456,0.205,Não significativo
352300,ITAPURA,25.257117455699017,0.011625665413566825,0.323,Não significativo
352310,ITAQUAQUECETUBA,38.70729023946961,0.011443020519311982,0.191,Não significativo
352320,ITARARE,23.48672014228291,0.021040230765587007,0.456,Não significativo
352330,ITARIRI,49.50767368942186,0.15159114361383216,0.077,Não significativo
352340,ITATIBA,23.777874886230027,0.029033886828012216,0.355,Não significativo
352350,ITATINGA,25.56249099503158,0.022651115018062256,0.409,Não significativo
352360,ITIRAPINA,165.95400312769982,-0.542824922284389,0.08,Não significativo
352370,ITIRAPUA,5.771506074510143,0.21084610480754518,0.008,Baixo-Baixo
352380,ITOBI,6.479236745911332,0.02863194813140776,0.35,Não significativo
352390,ITU,31.996621242334975,0.002168701352398611,0.446,Não significativo
352400,ITUPEVA,17.71348932344497,0.032318679047477615,0.482,Não significativo
352410,ITUVERAVA,19.244324848602147,0.09099786499444715,0.001,Baixo-Baixo
352420,JABORANDI,7.772977244609117,0.07635975246191132,0.437,Não significativo
352430,JABOTICABAL,22.002613323726504,0.03608969168434861,0.293,Não significativo
352440,JACAREI,31.686634275884963,0.008365598496664059,0.223,Não significativo
352450,JACI,25.537847780622982,0.03810910286809333,0.126,Não significativo
352460,JACUPIRANGA,23.823881952664927,-0.05224582407837519,0.129,Não significativo
352470,JAGUARIUNA,24.922174035382344,0.019026664633362406,0.472,Não significativo
352480,JALES,20.589670644123757,0.04689108174822802,0.232,Não significativo
352490,JAMBEIRO,2.291283194965287,0.09355697198930706,0.374,Não significativo
352500,JANDIRA,28.072341620099643,-0.01961818978103601,0.162,Não significativo
352510,JARDINOPOLIS,38.30293460227364,-0.011404148712685736,0.44,Não significativo
352520,JARINU,25.114700675646706,0.009344926655045604,0.364,Não significativo
352530,JAU,25.29284575644416,0.03543138650381347,0.09,Não significativo
352540,JERIQUARA,4.855370646856755,0.1875458757052668,0.001,Baixo-Baixo
352550,JOANOPOLIS,10.16089247673506,0.08475737580534123,0.306,Não significativo
352560,JOAO RAMALHO,5.988741166606779,0.024659054001984867,0.353,Não significativo
352570,JOSE BONIFACIO,16.08575076812577,0.06606975934685907,0.118,Não significativo
352580,JULIO MESQUITA,18.32261299748305,-0.21551239752288923,0.042,Baixo-Alto
352585,JUMIRIM,10.511615334945114,0.052452023398333984,0.408,Não significativo
352590,JUNDIAI,36.2313776631944,-0.00115684765706198,0.398,Não significativo
352600,JUNQUEIROPOLIS,127.6624630753296,0.8034847132297619,0.044,Alto-Alto
352610,JUQUIA,45.143112562016185,0.03809128524382957,0.138,Não significativo
352620,JUQUITIBA,38.12844651251809,0.015263124078804277,0.158,Não significativo
352630,LAGOINHA,24.3908593152056,0.013696943332359981,0.425,Não significativo
352640,LARANJAL PAULISTA,39.74219124141968,-0.014317177297787467,0.451,Não significativo
352650,LAVINIA,617.9976874925242,15.676705716535134,0.017,Alto-Alto
352660,LAVRINHAS,12.451671948250851,0.028840655236783867,0.33,Não significativo
352670,LEME,33.661746501712045,0.0008639917593238768,0.378,Não significativo
352680,LENCOIS PAULISTA,27.976438069424507,0.01615487232266177,0.357,Não significativo
352690,LIMEIRA,31.709147096146104,0.005842302917163017,0.351,Não significativo
352700,LINDOIA,11.438521126313049,0.06993107463507807,0.39,Não significativo
352710,LINS,34.98856768892954,0.005096266860183295,0.138,Não significativo
352720,LORENA,35.59158405234887,-0.0062124191051315765,0.184,Não significativo
352725,LOURDES,4.079717683536299,0.11666387511936524,0.258,Não significativo
352730,LOUVEIRA,14.41558988172903,0.04358830524324157,0.443,Não significativo
352740,LUCELIA,89.19491525423729,0.621138433095887,0.055,Não significativo
352750,LUCIANOPOLIS,14.6375379661141,0.06561406580216497,0.273,Não significativo
352760,LUIS ANTONIO,6.553812584091198,0.11965234578396743,0.074,Não significativo
352770,LUIZIANIA,12.229744485695566,-0.045823189199252205,0.22,Não significativo
352780,LUPERCIO,10.915297293006272,0.07243775482766335,0.364,Não significativo
352790,LUTECIA,18.304960644334617,-0.31050043031598923,0.033,Baixo-Alto
352800,MACATUBA,17.80336941482868,0.03675806017389901,0.491,Não significativo
352810,MACAUBAL,6.06859721616895,0.12413559717345628,0.065,Não significativo
352820,MACEDONIA,8.789566784227123,0.10744318694191364,0.117,Não significativo
352830,MAGDA,32.23518793114564,0.007555361924874654,0.063,Não significativo
352840,MAIRINQUE,33.64706447849823,0.0004877271902295003,0.4,Não significativo
352850,MAIRIPORA,23.555705667114445,-0.026682000437773648,0.194,Não significativo
352860,MANDURI,16.80031239499805,0.009623959371953855,0.305,Não significativo
352870,MARABA PAULISTA,315.86238743939043,0.44280956053680626,0.23,Não significativo
352880,MARACAI,14.053826154170473,0.044487019063085075,0.447,Não significativo
352885,MARAPOAMA,4.479818418026789,0.16046809321054972,0.012,Baixo-Baixo
352890,MARIAPOLIS,11.077141211396162,-0.5086295251764079,0.014,Baixo-Alto
352900,MARILIA,36.57032583047551,0.022951879024243733,0.052,Não significativo
352910,MARINOPOLIS,0.0,0.20599113847741585,0.01,Baixo-Baixo
352920,MARTINOPOLIS,115.21075622820364,0.5142929077946432,0.103,Não significativo
352930,MATAO,18.947733031327825,0.0634123370974942,0.079,Não significativo
352940,MAUA,38.93253944052174,0.01006250705768649,0.219,Não significativo
352950,MENDONCA,16.661251759844717,0.08134801502676992,0.041,Baixo-Baixo
352960,MERIDIANO,11.062280640003218,0.06906056046972772,0.358,Não significativo
352965,MESOPOLIS,34.72749766674625,-0.004263381150381077,0.024,Alto-Baixo
352970,MIGUELOPOLIS,9.033974045182475,0.12050050304210605,0.066,Não significativo
352980,MINEIROS DO TIETE,15.752936669614376,0.05344504763105572,0.415,Não significativo
352990,MIRACATU,51.36223370022608,0.02021659935872662,0.233,Não significativo
353000,MIRA ESTRELA,11.537851363629809,0.0933876967626063,0.237,Não significativo
353010,MIRANDOPOLIS,214.61445394908836,6.236931353710709,0.002,Alto-Alto
353020,MIRANTE DO PARANAPANEMA,12.878267544745668,-0.38815580995089694,0.033,Baixo-Alto
353030,MIRASSOL,16.97888538436786,0.05965895922379327,0.219,Não significativo
353040,MIRASSOLANDIA,15.410695022345507,0.07824683489480048,0.13,Não significativo
353050,MOCOCA,24.34478203929373,0.03140072998767846,0.313,Não significativo
353060,MOGI DAS CRUZES,41.78369487691264,0.022495442681576043,0.191,Não significativo
353070,MOGI GUACU,23.36595101786815,0.016737203634810044,0.489,Não significativo
353080,MOGI MIRIM,22.14639860197895,0.03366922649784673,0.344,Não significativo
353090,MOMBUCA,33.08053271909727,0.002459847256572889,0.465,Não significativo
353100,MONCOES,22.372729676408973,0.05398727617812187,0.076,Não significativo
353110,MONGAGUA,154.97572886891237,2.1748594337054326,0.055,Não significativo
353120,MONTE ALEGRE DO SUL,4.433238203430218,0.12774427259626792,0.108,Não significativo
353130,MONTE ALTO,23.67211962311116,0.046805193957384646,0.034,Baixo-Baixo
