estado,cod_mun6,municipio,casos_acumulados,pop_pessoa_ano,pop_media,incidencia_media_anual,incidencia_mediana_anual,incidencia_max_anual,anos_com_casos,anos_zero,incidencia_periodo_100mil_pessoa_ano,log_casos_acumulados_mais1,log_inc_periodo_mais1,inc_raw,inc_eb_global,inc_eb_spatial,reducao_%
SP,351700,GETULINA,502,252198,10508.25,198.6037691195327,199.0776469079196,401.8754186202277,23,1,199.04995281485185,6.220590170099739,5.298567099436442,199.04995281485182,196.12410910257054,196.11555933151786,-1.4741995372706351
SP,355140,SERRA AZUL,505,264653,11027.208333333334,174.8563903769244,206.1934005687237,400.7346802471197,19,5,190.8158985539556,6.226536669287466,5.25653605032768,190.81589855395558,188.17727025531664,190.09021089835136,-0.38030775271014505
SP,354120,PRESIDENTE BERNARDES,626,338704,14112.666666666666,184.86583635627835,182.4850131333848,624.1577416838073,23,1,184.82214559024987,6.440946540632921,5.22479000975209,184.82214559024987,182.83888419564394,184.30261025267282,-0.2811001549180486
SP,353890,PIRAJUI,905,531038,22126.58333333333,168.14675426818812,168.87300378954072,346.3280348104076,24,0,170.4209491599471,6.80903930604298,5.144122222498617,170.4209491599471,169.28310593550566,170.35434488348884,-0.03908221189153999
SP,351600,FLORIDA PAULISTA,510,301557,12564.875,165.8038023988317,157.61662238737176,442.37485448195577,23,1,169.12225549398622,6.236369590203704,5.13651732855046,169.12225549398622,167.15369024473102,168.93443985087424,-0.11105318017630941
SP,355510,TUPI PAULISTA,589,351810,14658.75,162.69613337042514,129.6437657433106,527.2523561589666,24,0,167.4199141582104,6.380122536899765,5.126460349912905,167.4199141582104,165.75237535358465,166.59131999559241,-0.49491971536609464
SP,352360,ITIRAPINA,607,365764,15240.166666666666,161.76582720076382,164.2158434145885,345.57788301548703,24,0,165.95400312769982,6.410174881966167,5.117718344105788,165.95400312769982,164.36891566078887,164.17954977580058,-1.0692440787546518
SP,351850,GUAREI,541,332800,13866.666666666666,154.08732995326284,152.55824542885455,344.0134907251265,23,1,162.56009615384616,6.295266001439646,5.097180483377451,162.56009615384616,160.87035173749962,160.78368378523302,-1.0927727103039777
SP,353110,MONGAGUA,1845,1190509,49604.54166666666,147.59496885944307,151.87284592348198,284.72716540217715,24,0,154.97572886891237,7.520776415062797,5.049700410971425,154.97572886891237,154.52989031509452,154.20788877709555,-0.4954582871917362
SP,354420,RIOLANDIA,374,242330,10097.083333333334,150.29710552244168,154.33615490514575,422.3054035895959,22,2,154.3349977303677,5.926926025970411,5.045584060402498,154.3349977303677,152.19272492738432,153.7025550513264,-0.40978565350821483
SP,355630,VALPARAISO,824,537928,22413.666666666668,149.22255608673677,158.96899193101427,403.6884375132792,24,0,153.1803512737764,6.715383386334681,5.038123029364079,153.1803512737764,152.21507661272426,153.07984020087451,-0.06561616556307122
SP,350910,CAIUA,177,120768,5032.0,140.4123543519221,116.31079247276242,416.28959276018105,21,3,146.56200317965025,5.181783550292085,4.994248447993137,146.56200317965025,142.65656501718752,145.58891238173538,-0.6639447993366231
SP,355100,SAO VICENTE,10862,7837649,326568.7083333333,138.1110750308247,119.83272934441048,194.5830966509953,24,0,138.58747693345288,9.293117798433752,4.938691479523954,138.58747693345288,138.52992096736943,138.3943888432205,-0.13932578505999973
SP,355480,TREMEMBE,1374,1042280,43428.333333333336,125.65097947001262,132.87318981169227,250.7984823476453,24,0,131.82638062708676,7.226209010100671,4.889042866614526,131.82638062708676,131.42750775813815,131.39308689786324,-0.3286851441740117
SP,352600,JUNQUEIROPOLIS,583,456673,19028.041666666668,125.136749487607,112.03681683913985,350.0405844155844,24,0,127.6624630753296,6.369900982828227,4.857192409864039,127.6624630753296,126.80253202898217,127.48622759104474,-0.13804800568579698
SP,351870,GUARUJA,8431,6843767,285156.9583333333,123.008019397813,114.95087704175096,193.3003083105276,24,0,123.19238805178496,9.039789270781144,4.821831879793384,123.19238805178495,123.13767282871112,123.0213288226657,-0.13885535610150282
SP,351925,IARAS,182,149965,6248.541666666667,117.32213586225188,97.42219418369324,345.2662184263129,22,2,121.36165105191212,5.209486152841421,4.806981012587484,121.36165105191212,119.00200184866405,117.49353054355748,-3.18726753865606
SP,350440,AVANHANDAVA,306,259629,10817.875,115.61297877979756,106.44906767870349,247.83147459727385,23,1,117.86048553898064,5.726847747587197,4.777950414895514,117.86048553898063,116.54465219062429,116.50263526693749,-1.152082706798326
SP,352920,MARTINOPOLIS,667,578939,24122.45833333333,113.83364347440248,95.65765400244976,304.16092140481794,24,0,115.21075622820364,6.504288173536645,4.7554054066415725,115.21075622820365,114.63706928276102,115.103151547124,-0.09339812062904257
SP,353760,PERUIBE,1686,1471131,61297.125,113.46519591830295,107.10609696953672,168.24672284644194,24,0,114.60570132775396,7.430707082545968,4.750185274466352,114.60570132775395,114.38080383008814,114.29208798644154,-0.2736454972824784
SP,351350,CUBATAO,3081,2752137,114672.375,112.10580033454931,108.51780840991093,160.75493995585757,24,0,111.949368799591,8.033334015880062,4.726939654581364,111.94936879959101,111.8337601813316,111.89093808155246,-0.052193878951789396
SP,354850,SANTOS,11055,10068890,419537.0833333333,109.79562951704746,108.21607963464396,131.7343508676297,24,0,109.7936316714156,9.310728546007452,4.707669296771631,109.79363167141561,109.76305632991706,109.7808785907362,-0.011615501268401125
SP,350170,AMERICO BRASILIENSE,839,787240,32801.666666666664,110.95845860924024,57.784648295270415,329.8216401421755,24,0,106.57486916315229,6.733401891837359,4.678187062485507,106.57486916315227,106.2063042860707,105.91125404722942,-0.6226750463159785
SP,354100,PRAIA GRANDE,6782,6709220,279550.8333333333,99.18243267605592,97.89918174438355,135.47263360642896,24,0,101.08477587558612,8.82217476094608,4.625803604117135,101.08477587558613,101.04535992983261,101.1892820348034,0.10338466728747628
SP,353620,PARIQUERA-ACU,449,446260,18594.166666666668,101.23741201007256,91.27190131964338,204.16045908514045,24,0,100.61399184332004,6.1092475827643655,4.62118124065585,100.61399184332005,100.0326990141086,99.32283704525938,-1.28327559060703
SP,352210,ITANHAEM,2097,2236244,93176.83333333331,92.17931911527369,94.09721554548044,130.9793735003412,24,0,93.7733091737753,7.648739788956242,4.551487820818833,93.7733091737753,93.67147225137188,93.37919975076511,-0.42027889010491415
SP,352740,LUCELIA,421,472000,19666.666666666668,88.38432411893426,63.09156957105121,315.45741324921136,24,0,89.19491525423729,6.045005314036012,4.501973053575379,89.19491525423729,88.76420210321004,89.16047237924356,-0.038615289779192985
SP,352100,IPERO,620,700663,29194.291666666668,84.71720585432472,77.8725739802164,167.64714847441095,24,0,88.48761815594659,6.431331081933479,4.494100271084014,88.48761815594659,88.20146847677837,86.98800861629081,-1.69471115949006
SP,351030,CAPELA DO ALTO,394,450451,18768.791666666668,80.45786167920626,56.3437657850081,214.4607843137255,23,1,87.46789328917019,5.978885764901122,4.4826396984975165,87.46789328917019,87.03568312497282,86.55824329887176,-1.0399815933500498
SP,350635,BERTIOGA,1018,1197315,49888.125,83.48773913353631,76.10450617769916,176.45387525608243,24,0,85.02357357921683,6.926577033222725,4.454621370078088,85.02357357921683,84.86997538144004,85.02462798706878,0.0012401358912191467
SP,351640,FRANCO DA ROCHA,2670,3167730,131988.75,82.68744436491573,77.11249614525047,138.67333448295685,24,0,84.28748662291294,7.890208213109961,4.446027745294547,84.28748662291294,84.23043603468717,84.09962420845973,-0.22288292364638834
SP,353320,NOVA INDEPENDENCIA,67,81538,3397.4166666666665,64.0174163402794,0.0,291.8069584736251,11,13,82.170276435527,4.219507705176107,4.420890029615928,82.170276435527,80.20001122686693,80.79004227609177,-1.6797243715228358
SP,351140,CERQUEIRA CESAR,364,443314,18471.416666666668,76.78007863533453,50.13139011712817,309.15817748720286,24,0,82.10884384431802,5.899897353582492,4.420151120318108,82.10884384431802,81.72927896295027,81.39446205867185,-0.8700424365987509
